龍泉編碼	實體經名	洪武南藏編碼	卷序号	实际卷数	起始冊碼	终止冊碼	備註
LQ0897	金剛頂瑜伽三十七尊禮	HUNZ1247	1	1	190	190	
LQ0932	 受菩提心戒儀	HUNZ1248	1	1	190	190	
LQ1235	大聖文殊師利菩薩讃佛法身禮	HUNZ1249	1	1	190	190	
LQ1712	大乗縁生論	HUNZ1250	1	1	190	190	
LQ0464	佛說大集會正法經	HUNZ1251	5	5	190	190	
LQ1228	佛說最勝妙吉祥根本智最上秘密一切名義三摩地分	HUNZ1252	2	2	190	190	
LQ0666	勝軍王所問經      	HUNZ1253	1	1	190	190	
LQ0040	佛說輪王七寶經	HUNZ1254	1	1	190	190	
LQ0030	佛說園生樹經	HUNZ1255	1	1	190	190	
LQ0957	 佛說帝釋巖秘密成就儀軌   	HUNZ1256	1	1	190	190	
LQ1075	  聖觀自在菩薩功德讃 	HUNZ1257	1	1	190	190	
LQ0273	佛說了義般若波羅蜜多經	HUNZ1258	1	1	190	190	
LQ0947	無量壽如來修觀行供養儀軌	HUNZ1259	1	1	190	190	
LQ0903	佛說一切如來金剛三業最上秘密大教王經	HUNZ1260	7	7	190	190	
LQ0972	 瑜伽翳迦訖沙羅鳥瑟尼沙斫訖羅眞言安怛陀那儀則一字頂輪王瑜伽經      	HUNZ1261	1	1	190	190	
LQ1181	大虛空藏菩薩念誦法	HUNZ1262	1	1	190	190	
LQ1017	仁王般若念誦法	HUNZ1263	1	1	190	190	
LQ0405	佛說如幻三摩地無量印法門經	HUNZ1264	3	3	190	190	
LQ1734	廣釋菩提心論	HUNZ1265	2	2	190	190	
LQ1251	甘露軍茶利菩薩供養念誦成就儀軌	HUNZ1266	1	1	190	190	
LQ0906	一切秘密最上名義大教王儀軌	HUNZ1267	2	2	190	190	
LQ1053	觀自在多羅瑜伽念誦法	HUNZ1268	1	1	191	191	
LQ1053	聖觀自在菩薩心眞言瑜伽觀行儀軌	HUNZ1269	1	1	191	191	
LQ0442	海意菩薩所問淨印法門經	HUNZ1270	10	10	191	191	
LQ1129	佛說聖觀自在菩薩不空王秘密陀羅尼經	HUNZ1271	1	1	191	191	
LQ0901	佛說秘密三昧大教王經	HUNZ1272	4	4	191	191	
LQ1637	大乗中觀釋論	HUNZ1273	9	9	191	191	
LQ1420	佛說施一切無畏陀羅尼經	HUNZ1274	1	1	191	191	
LQ0275	聖八千頌般若波羅密多一百八名眞實圎義陀羅尼經	HUNZ1275	1	1	191	191	
LQ0008	佛說大堅固婆羅門縁起經	HUNZ1276	2	2	191	191	
LQ3655	大宋高僧傳	HUNZ1277	30	30	191	192	
LQ0410	大般涅槃經	HUNZ1278	36	36	192	194	
LQ3008	宗鏡錄	HUNZ1279	100	100	194	198	
LQ1232	妙吉祥平等祕密最上觀門大教王經	HUNZ1280	5	5	198	198	
LQ1263-1	聖迦抳忿怒金剛童子菩薩成就儀軌經	HUNZ1281	3	3	198	198	
LQ1152	大樂金剛薩埵修行成就儀軌	HUNZ1282	1	1	198	198	
LQ1236	曼殊室利菩薩吉祥伽陀	HUNZ1283	1	1	198	198	
LQ0885	金剛峯樓閣一切瑜伽瑜祇經	HUNZ1284	2	2	198	198	
LQ0344	佛說如來不思議秘密大乗經	HUNZ1285	20	20	198	198	
LQ1215-1	大乗瑜伽金剛性海曼殊室利千臂千鉢大教王經	HUNZ1286	10	10	198	199	
LQ1254-1	聖閻曼德迦威怒王立成大神驗念誦法	HUNZ1287	1	1	199	199	序
LQ1254-2	閻曼德迦大威德忿怒王念誦立成大神驗儀軌	HUNZ1288	1	1	199	199	
LQ1254-3	大方廣曼殊室利童眞菩薩華嚴本教讚閻曼德迦忿怒王眞言阿毗遮嚕迦儀軌	HUNZ1289	1	1	199	199	
LQ1022	成就妙法蓮華經王瑜伽觀智儀軌	HUNZ1290	1	1	199	199	序
LQ1464	佛說一切如來安像三昧儀軌經	HUNZ1291	1	1	199	199	脱字有差,找不到原繁体字
LQ1317	文殊師利菩薩根本大教王金翅鳥王品	HUNZ1292	1	1	199	199	
LQ1249	金剛頂瑜伽降三世成就極深密門經	HUNZ1293	1	1	199	199	
LQ1155	金剛頂瑜伽他化自在天理趣普賢修行儀軌	HUNZ1294	1	1	199	199	
LQ0898	瑜伽金剛頂經釋字母品	HUNZ1295	1	1	199	199	
LQ1158	金剛頂瑜伽金剛薩埵儀軌	HUNZ1296	1	1	199	199	
LQ1166	金剛壽命陀羅尼念誦法	HUNZ1297	1	1	199	199	
LQ1301	大藥义女歡喜母幷愛子成就法	HUNZ1298	1	1	199	199	
LQ1213	五字陀羅尼頌	HUNZ1299	1	1	199	199	
1010-1	佛说大孔雀明王畫像壇場儀軌	HUNZ1300	1	1	199	199	
LQ1307	大聖大歡喜雙身毘那耶迦法	HUNZ1301	1	1	199	199	
LQ1019	守護國界主陁羅尼經	HUNZ1302	10	10	199	199	序
LQ0291	大乗理趣六波羅蜜多經	HUNZ1303	7	7	199	199	
LQ0910	佛說大悲空智金剛大教王儀軌	HUNZ1304	5	5	200	200	
	大威怒鳥蒭瑟麼儀軌	HUNZ1305	1	1	200	200	
LQ0671	佛為優填王說王法政論經	HUNZ1306	1	1	200	200	
LQ0150	佛說五大施經	HUNZ1307	1	1	200	200	
LQ0874	大日經略攝念誦隨行法	HUNZ1308	1	1	200	200	
LQ1122	佛說如意輪蓮華心如來修行觀門儀	HUNZ1309	1	1	200	200	
LQ1296-1	佛説摩利支天經	HUNZ1310	1	1	200	200	
LQ1275	無能勝大明陁羅尼經	HUNZ1311	1	1	200	200	
LQ1434	佛説無畏陁羅尼經	HUNZ1312	1	1	200	200	
LQ0979	佛說最勝無比大威德金輪佛頂熾盛光消災吉祥陁羅尼經	HUNZ1313	1	1	200	200	
LQ0980	佛說大威德金輪佛頂熾盛光如来消除一切災難陁羅尼經	HUNZ1314	1	1	200	200	
LQ1276	無能勝大明心陀羅尼經	HUNZ1315	1	1	200	200	
LQ0644	佛說妙吉祥菩薩所問大乗法螺經	HUNZ1316	1	1	200	200	
LQ0089	佛說四品法門經	HUNZ1317	1	1	200	200	
LQ0617	佛說八大菩薩經	HUNZ1318	1	1	200	200	
LQ0865	大毘盧遮那成佛神變加持經	HUNZ1319	1	1	200	200	
LQ1318	速疾立驗魔醯首羅天說阿尾奢法	HUNZ1320	1	1	200	200	
LQ1214	大聖曼殊室利童子五字瑜伽法	HUNZ1321	1	1	200	200	序
LQ1340	文殊師利菩薩及諸仙所說吉凶時日善惡宿曜經	HUNZ1322	2	2	200	200	
LQ0971-1	一字金輪王佛頂要略念誦法	HUNZ1323	1	1	200	200	
LQ1118	觀自在菩薩如意輪瑜伽	HUNZ1324	1	1	200	200	
LQ1018	仁王般若陁羅尼釋	HUNZ1325	1	1	200	200	
LQ0267	金剛頂瑜伽理趣般若經	HUNZ1326	1	1	200	200	
LQ1025	大樂金剛不空眞寶三摩耶般若波羅蜜多理趣經	HUNZ1327	1	1	200	200	
LQ1202-2	金剛頂瑜伽經文殊師利菩薩儀軌供養法	HUNZ1328	1	1	200	200	
LQ0949	金剛頂經觀自在王如來修行法	HUNZ1329	1	1	200	200	
LQ0888	略述金剛頂瑜伽分別聖位修證法門	HUNZ1330	1	1	200	200	
LQ0971-1	一字佛頂輪王念誦儀軌	HUNZ1331	1	1	200	200	
LQ0547	十不善業道經	HUNZ1332	1	1	200	200	首尾经名不符
LQ1054	瑜伽蓮華部念誦法	HUNZ1333	1	1	200	200	
LQ1757	事師法五十頌	HUNZ1334	1	1	200	200	
LQ1239	金剛手光明灌頂經最勝立印聖無動尊大威怒王念誦儀軌法品	HUNZ1335	1	1	200	200	
LQ0948	金剛頂經瑜伽觀自在王如來修行法	HUNZ1336	1	1	200	200	
LQ0394	大阿彌陀經	HUNZ1337	2	2	200	200	
	佛説阿弥陁平等清净覚經	HUNZ1338	1	1	200	200	
LQ1143	佛說一髻尊陁羅尼經	HUNZ1339	1	1	200	200	
LQ1462	金剛摧碎陁羅尼	HUNZ1340	1	1	200	200	
LQ1130	不空羂索毗盧遮那佛大灌頂眞言	HUNZ1341	1	1	200	200	
LQ1233	妙吉祥平等瑜伽秘密觀身成佛儀軌	HUNZ1342	1	1	200	200	
LQ0225	佛説頂生王因縁經	HUNZ1343	6	6	200	200	
LQ0753	佛説大乗隨轉宣說諸法經	HUNZ1344	3	3	200	200	
LQ1016	仁王護國般若波羅密多經道場念誦軌儀	HUNZ1345	1	1	200	200	
LQ0387	佛說大乗入諸佛境界智光明莊嚴經	HUNZ1346	5	5	200	200	
LQ0732	佛說大乘智印經	HUNZ1347	5	5	201	201	
LQ2853	顯密圓通成佛心要集	HUNZ1348	2	2	201	201	
LQ0893	金剛頂經一切如來真實攝大乘現證大教王經	HUNZ1349	2	2	201	201	
LQ0575	佛說法乘義決定經	HUNZ1350	3	3	201	201	
	佛說摩利支提婆華鬘經	HUNZ1351	1	1	201	201	
LQ1229	文殊所說最勝名義經	HUNZ1352	2	2	201	201	
LQ0348	佛說大乘菩薩蔵正法經	HUNZ1353	40	40	201	202	卷中
LQ0912-1	蘇悉地羯羅供養法	HUNZ1354	3	3	202	202	卷下
	大元帝師說根本一切有部出家授近圓羯麼儀范	HUNZ1355	1	1	202	202	卷下
	大元帝師說根本一切有部苾蒭習學略法	HUNZ1356	1	1	202	202	
	地王菩薩本願經	HUNZ1357	2	2	202	202	
LQ1696	大乘法界無差別論	HUNZ1358	1	1	202	202	
LQ1735	金剛頂瑜伽中發阿耨多羅三藐三菩提心論   亦名瑜伽緫持教門說菩提心觀行修持義	HUNZ1359	1	1	202	202	
LQ1511	根本說一切有部毗奈耶破僧事	HUNZ1360	20	20	202	202	
LQ0220	菩薩本生鬘論	HUNZ1361	16	16	203	203	
LQ1739	大宗地玄文本論	HUNZ1362	8	8	203	203	
LQ1607	施設論	HUNZ1363	7	7	203	203	
LQ1726	大乘集菩薩學論	HUNZ1364	25	25	203	204	
LQ3976	大元至元法寶勘同緫錄	HUNZ1365	10	10	204	204	
LQ1704	彰所知論	HUNZ1366	2	2	204	204	
LQ3978	大蔵聖教法寶標目	HUNZ1367	10	10	204	204	
LQ3708-1	傳法正宗記	HUNZ1368	8	8	205	205	
LQ3708-3	傳法正宗論	HUNZ1369	4	4	205	205	
	大乘百法明門論疏	HUNZ1370	2	2	205	205	序
LQ3203	中峯廣錄	HUNZ1371	30	30	205	206	卷第上
LQ0324	大方广佛华严经普贤菩萨行愿品	HUNZ1372	40	40	206	207	卷第下
LQ2896	净土十疑论	HUNZ1373	1	1	207	207	
LQ2837	方等三昧行法	HUNZ1374	1	1	207	207	
LQ2826	南嶽大禪師立誓願文	HUNZ1375	1	1	207	207	
LQ2789	觀心論疏卷下	HUNZ1376	1	1	207	207	
LQ2795	法界次第初門	HUNZ1377	3	3	207	207	
LQ3675	天臺智者大師別傳	HUNZ1378	1	1	207	207	
LQ2797	十不二門	HUNZ1379	1	1	207	207	
LQ2799	十不二門指要鈔	HUNZ1380	1	1	208	208	
LQ2816	金剛錍	HUNZ1381	1	1	208	208	
LQ2807	天台八教大意	HUNZ1382	1	1	208	208	
LQ2808	天台四教儀	HUNZ1383	1	1	208	208	
LQ3120	圜悟佛果禪師語錄	HUNZ1384	17	17	208	208	
LQ3553	宗門統要續集	HUNZ1385	20	20	209	209	
LQ3127	大慧普覺禪師語錄	HUNZ1386	25	25	210	210	
LQ3073-1	古尊宿語錄	HUNZ1387	45	16	210	210	
LQ1914	妙法蓮華經玄義	HUNZ1388	10	10	211	211	
LQ1916	法華玄義釋籤	HUNZ1389	10	10	211	212	
LQ1926	妙華蓮華經文句	HUNZ1390	10	10	212	213	
LQ1927	法華文句記	HUNZ1391	10	10	213	214	
LQ2764	摩訶止觀	HUNZ1392	10	10	214	215	
LQ2766	止觀輔行傳弘決	HUNZ1393	10	10	215	217	
LQ2770	止觀義例	HUNZ1394	2	2	217	217	
LQ2792	大乘止觀法門	HUNZ1395	4	4	217	217	
LQ2100	大般涅槃經玄義	HUNZ1396	2	2	217	217	
LQ2102	涅槃經玄義發源機要	HUNZ1397	4	4	218	218	
LQ2103	大般涅槃經疏	HUNZ1398	18	18	218	219	
LQ1975	觀音玄義	HUNZ1399	2	2	219	219	
LQ1976	觀音玄義記	HUNZ1400	4	4	219	219	
LQ1978	觀音義疏	HUNZ1401	2	2	219	219	
LQ1979-1	觀音義疏記	HUNZ1402	4	4	219	219	
LQ2152	金光明經玄義	HUNZ1403	2	2	219	219	
LQ2153	金光明經玄義拾遺記	HUNZ1404	6	6	220	220	
LQ2157	金光明經文句	HUNZ1405	6	6	220	220	
LQ2158	金光明經文句記	HUNZ1406	12	12	220	220	
LQ1778	金剛般若經疏	HUNZ1407	1	1	220	220	
LQ2050	觀無量壽佛經疏	HUNZ1408	1	1	221	221	
LQ2053	觀無量壽佛經疏妙宗鈔	HUNZ1409	6	6	221	221	
LQ1838	仁王護國般若經疏	HUNZ1410	5	5	221	221	
LQ1840	仁王護國般若波羅蜜經疏神寶記	HUNZ1411	5	5	221	221	
LQ2806-1	四教義	HUNZ1412	6	6	221	221	序
LQ1983	請觀音經疏闡義鈔	HUNZ1413	4	4	222	222	
LQ2790	釋摩訶般若波羅蜜經覺意三昧	HUNZ1414	1	1	222	222	
LQ2791	諸法無諍三昧法門	HUNZ1415	2	2	222	222	
LQ2796	法華經安樂行義	HUNZ1416	1	1	222	222	
LQ2784	四念處	HUNZ1417	4	4	222	222	
LQ2782	釋禪波羅蜜次第法門	HUNZ1418	10	10	222	222	
LQ2004	華嚴經疏科	HUNZ1419	20	20	222	223	
LQ1998	大方廣佛華嚴經疏	HUNZ1420	120	120	223	229	
	大方廣佛華嚴經疏	HUNZ1421	32	32	229	231	
LQ2002-2	華嚴經隨疏演義鈔	HUNZ1422	60	60	231	235	
LQ2611	華嚴一乘教義分齋章	HUNZ1423	3	3	235	235	
LQ2640	華嚴法界玄鏡	HUNZ1424	1	1	235	235	
LQ2627	華嚴經明法品內立三寶章	HUNZ1425	2	2	235	235	序
LQ2624	華嚴經旨歸	HUNZ1426	1	1	235	235	
LQ2248	首楞嚴經義海	HUNZ1427	30	30	235	236	
	禪宗頌古聯珠通集卷	HUNZ1428	21	21	236	237	
LQ3610	佛祖統紀	HUNZ1429	55	55	237	239	
LQ3951	翻譯名義集	HUNZ1430	18	18	239	240	
	嘉泰普燈録	HUNZ1431	30	30	240	241	
LQ0541	無明羅剎經	HUNZ1432	1	1	241	241	
LQ3632	馬鳴菩薩傳	HUNZ1433	1	1	241	241	
LQ3633-1	龍樹菩薩傳	HUNZ1434	1	1	241	241	
LQ3634	提婆菩薩傳	HUNZ1435	1	1	241	241	
LQ3635	婆藪槃豆傳	HUNZ1436	1	1	241	241	
LQ1742	龍樹菩薩為禪陀迦王說法要偈	HUNZ1437	1	1	241	241	
LQ1743	勸發諸王要偈	HUNZ1438	1	1	241	241	
LQ1744	龍樹菩薩勸誡王頌	HUNZ1439	1	1	241	241	
LQ1760	賓頭盧突羅闍為優陀延王說法經	HUNZ1440	1	1	241	241	
LQ1759	請賓頭盧經	HUNZ1441	1	1	241	241	
LQ0543	大勇菩薩分別業報略經	HUNZ1442	1	1	241	241	
LQ3600	迦丁比丘說當來變經	HUNZ1443	1	1	241	241	
LQ3602	大阿羅漢難提蜜多羅所說法住記	HUNZ1444	1	1	241	241	
LQ3901	金七十論	HUNZ1445	3	3	241	241	
LQ3902	勝宗十句義論	HUNZ1446	1	1	241	241	
