龍泉編碼	高麗編碼	實體經名	卷序号	實際卷數	卷序号	起始册碼	終止冊碼	備註	
LQ0246	GL0001	大般若波羅蜜多經	600	600	600	1	8		
LQ0247	GL0002	放光般若波羅密經	20	20	20	8	8		
LQ0249	GL0003	摩訶般若波羅密經	27	27	27	9	9		
LQ0248	GL0004	光贊經	10	10	10	9	9		
LQ0252	GL0005	摩訶般若鈔經	5	5	5	9	9		
LQ0250	GL0006	道行般若波羅密經	10	10	10	9	9		
LQ0253	GL0007	小品般若波羅密經	10	10	10	9	9		
LQ0256	GL0008	勝天王般若波羅密經	7	7	7	9	9		
LQ0251	GL0009	大明度經	6	6	6	10	10		
LQ0257	GL0010	文殊師利所說摩訶般若波羅密經	2	2	2	10	10		
LQ0258	GL0011	文殊師利所說般若波羅密經	1	1	1	10	10		
LQ0259	GL0012	佛說濡首菩薩無上清淨分衛經	2	2	2	10	10		
LQ0260	GL0013	金剛般若波羅密經	1	1	1	10	10	姚秦鳩摩羅什譯	
LQ0261	GL0014	金剛般若波羅密經	1	1	1	10	10	元魏菩提流支譯	
LQ0262	GL0015	金剛般若波羅密經	1	1	1	10	10	陳真諦譯	
LQ0264	GL0016	能斷金剛般若波羅多密經	1	1	1	10	10		
LQ0265	GL0017	佛說能斷金剛般若波羅多密經	1	1	1	10	10		
LQ0266	GL0018	實相般若波羅蜜經	1	1	1	10	10		
LQ0271	GL0019	佛說仁王般若波羅蜜經	2	2	2	10	10		
LQ0277	GL0020	般若波羅密多心經	1	1	1	10	10	唐玄奘譯	
LQ0278	GL0021	摩訶般若波羅密大明咒經	1	1	1	10	10		
LQ0342	GL0022	大寶積經	120	120	120	10	11		
LQ0343	GL0023	大方廣三戒经	3	3	3	11	11		
LQ0391	GL0024	佛說無量清淨平等覺經	4	4	4	11	11		
LQ	GL0025	佛說阿弥陀三耶三佛薩楼佛檀過度人道經	1	1	1	11	11	469頁插入了《大方等大集经》（仅一页）	
LQ0390	GL0027	佛說無量壽經	2	2	2	11	11		
LQ0345	GL0028	阿閦佛國經	2	2	2	11	11		
LQ0346	GL0029	佛說大乘十法經	1	1	1	11	11		
LQ0347	GL0030	佛說普門品經	1	1	1	11	11		
LQ0349	GL0031	佛說胞胎經	1	1	1	11	11		
LQ0350	GL0032	文殊師利佛土嚴凈經	2	2	2	11	11		
LQ0355	GL0033	法鏡經	1	1	1	11	11		
LQ0354	GL0034	郁迦羅越问菩薩行經	1	1	1	11	11		
LQ0356	GL0035	佛說幻士仁賢經	1	1	1	11	11		
LQ0357	GL0036	佛說決定毗尼經	1	1	1	11	11		
LQ	GL0037	須摩提經	1	1	1	11	11		
LQ0359	GL0038	發覺淨心經	2	2	2	11	11		
LQ0364	GL0039	佛說優填王經	1	1	1	11	11		
LQ0366	GL0040	佛說須摩提菩薩經	1	1	1	11	11		
LQ0367	GL0041	佛說阿闍貰王女阿術達菩薩經	1	1	1	11	11		
LQ0368	GL0042	佛說離垢施女經	1	1	1	11	11		
LQ0369	GL0043	得無垢女經	1	1	1	11	11		
LQ0370	GL0044	文殊師利所說不思議佛境界經	2	2	2	11	11		
LQ0372	GL0045	佛說如幻三昧經	2	2	2	12	12		
LQ0371	GL0046	聖善住意天子所问經	3	3	3	12	12		
LQ0373	GL0047	佛說太子刷護經	1	1	1	12	12		
LQ0374	GL0048	佛說太子和休經	1	1	1	12	12		
LQ0375	GL0049	慧上菩薩問大善權經	2	2	2	12	12		
LQ0377	GL0050	大乘顯識經	2	2	2	12	12		
LQ0378	GL0051	佛說大乘方等要慧經	1	1	1	12	12	 	
LQ0379	GL0052	彌勒菩薩所問本願經	1	1	1	12	12	 	
LQ0380	GL0053	佛說遺日摩尼寶經	1	1	1	12	12	 	
LQ0381	GL0054	佛說摩訶衍寶嚴經	1	1	1	12	12	 	
LQ0383	GL0055	勝鬘獅子吼一乘大方便方廣經	1	1	1	12	12	 卷首“勝鬘獅子吼一乘大方便方廣經”中多個大字，與目錄不同	
LQ0384	GL0056	毗耶婆問經	2	2	2	12	12		
LQ0433	GL0057	大方等大集經	60	60	60	12	12		北涼曇無讖譯
LQ0451	GL0058	大乘大集地藏十輪經	10	10	10	13	13	 	
LQ0452	GL0059	大方廣十輪經	8	8	8	13	13		
LQ	GL0060	大乘大集經	2	2	2	13	13	 	
LQ0455	GL0061	菩薩念佛三昧經	5	5	5	13	13		
LQ0449	GL0062	虛空孕菩薩經	2	2	2	13	13		
LQ0446	GL0063	虛空藏菩薩經	1	1	1	13	13		
LQ0447	GL0064	虛空藏菩薩呪經	1	1	1	13	13		
LQ0450	GL0065	觀虛空藏菩薩經	1	1	1	13	13		
LQ0456	GL0066	大方等大集經菩薩念佛三昧分	10	10	10	13	13		
LQ0457	GL0067	大方等大集經賢護分	5	5	5	13	13		
LQ0458	GL0068	般舟三昧經	3	3	3	13	13		
LQ0459	GL0069	佛說般舟三昧經	1	1	1	13	13		
LQ0460	GL0070	拔陂菩薩經	1	1	1	13	13		
LQ0438	GL0071	阿差末菩薩經	7	7	7	13	13		
LQ0437	GL0072	無盡意菩薩經	6	6	6	13	13		
LQ0440	GL0073	大哀經	8	8	8	13	13		
LQ0463	GL0074	大集譬喩王經	2	2	2	13	13		
LQ0441	GL0075	寶女所問經	4	4	4	13	13		
LQ0461	GL0076	自在王菩薩經	2	2	2	13	13		
LQ0462	GL0077	奮迅王問經	2	2	2	13	13		
LQ0443	GL0078	佛說無言童子經	2	2	2	13	13		
LQ0445	GL0079	寶星陀羅尼經	10	10	10	13	14		
LQ0310	GL0080	大方廣佛華嚴經	60	60	60	14	14		
LQ0309	GL0081	大方廣佛華嚴經	80	80	80	14	15		
LQ0337	GL0082	信力入印法門經	5	5	5	15	15		
LQ0336	GL0083	佛華嚴入如來德智不思議境界經	2	2	2	15	15		
LQ1163	GL0084	大乘金剛髻珠菩薩修行分	1	1	1	15	15		
LQ0338	GL0085	大方廣佛華嚴經修慈分	1	1	1	15	15		
LQ0335	GL0086	度諸佛境界智光嚴經	1	1	1	15	15		
LQ0334	GL0087	大方廣入如來智德不思議境界經	1	1	1	15	15		
LQ0332	GL0088	大方廣如來不思議境界經	1	1	1	15	15		
LQ0333	GL0089	大方廣佛華嚴經不思議佛境界分	1	1	1	15	15		
LQ0316	GL0090	漸修一切智德經	5	5	5	15	15		原備註有誤，此處經名對勘表中顯示是漸備一切智德經
LQ0311	GL0091	佛說兜沙經	1	1	1	15	15		
LQ0330	GL0092	大方廣普賢所說經	1	1	1	15	15		
LQ0314	GL0093	菩薩十住行道品	1	1	1	15	15		
LQ0313	GL0094	諸菩薩求佛本業經	1	1	1	15	15		
LQ0312	GL0095	佛說菩薩本業經	1	1	1	15	15		
LQ0339	GL0096	佛說莊嚴菩提心經	1	1	1	15	15		
LQ0340	GL0097	佛說大方廣菩薩十地經	1	1	1	15	15		
LQ0315	GL0098	佛說菩薩十住經	1	1	1	15	15		
LQ0317	GL0099	十住經	4	4	4	15	15		
LQ0322	GL0100	佛說如來興顯經	4	4	4	15	15		
LQ0319	GL0101	佛說等目菩薩所問三昧經	3	3	3	15	15		
LQ0320	GL0102	顯無邊佛土功德經	1	1	1	15	15		
LQ0326	GL0103	佛說羅摩伽經	3	3	3	15	15		
LQ0323	GL0104	度世品經	6	6	6	15	15		
LQ0327	GL0105	大方廣佛華嚴經入法界品	1	1	1	15	15		
LQ0409	GL0106	大般涅槃經（昙无谶译）	40	40	40	16	16		
LQ0411	GL0107	大般泥洹經（法显译）	6	6	6	16	16		
LQ0412	GL0108	大般涅槃經後分	2	2	2	16	16		
LQ0413	GL0109	方等般泥洹經	2	2	2	16	16		
LQ0414	GL0110	四童子三昧經	3	3	3	16	16		
LQ0415	GL0111	大悲經	5	5	5	16	16		
LQ0244	GL0112	方廣大莊嚴經	12	12	12	16	16		
LQ0245	GL0113	普曜經	8	8	8	16	16		
LQ0300	GL0114	法華三昧經	1	1	1	17	17		
LQ0307	GL0115	無量義經	1	1	1	17	17		
LQ0295	GL0116	薩曇分陀利經	1	1	1	17	17		
LQ0292	GL0117	妙法蓮華經	7	7	7	17	17		
LQ0293	GL0118	正法華經	10	10	10	17	17		
LQ0294	GL0119	添品妙法蓮華經	7	7	7	17	17		
LQ0645	GL0120	維摩詰所說經	3	3	3	17	17		
LQ0646	GL0121	維摩詰經	2	2	2	17	17		
LQ0647	GL0122	說無垢稱經	6	6	6	17	17		
LQ0649	GL0123	大方等頂王經	1	1	1	17	17		
LQ0650	GL0124	大乘頂王經	1	1	1	17	17		
LQ0648	GL0125	善思童子經	2	2	2	17	17		
LQ0218	GL0126	大乘悲分陀利經	8	8	8	17	17		
LQ0217	GL0127	悲華經	10	10	10	17	17		
LQ0757	GL0128	金光明最勝王經	10	10	10	17	17		
LQ0759	GL0129	合部金光明經	8	8	8	17	17		
LQ0726	GL0130	佛說伅眞陀羅所問如來三昧經	3	3	3	18	18		
LQ0725	GL0131	大樹緊那羅王所問經	4	4	4	18	18		
LQ0834	GL0132	道足無極變化經	4	4	4	18	18		
LQ0833	GL0133	佛昇忉利天爲母說法經	3	3	3	18	18		
LQ0659	GL0134	佛說寶雨經	10	10	10	18	18		
LQ0660	GL0135	寶雲經	7	7	7	18	18		
LQ0299	GL0136	阿維越致遮經	3	3	3	18	18		
LQ0297	GL0137	廣博嚴淨不退轉輪經	6	6	6	18	18		
LQ0298	GL0138	不退轉法輪經	4	4	4	18	18		
LQ0746	GL0139	不必定入定入印經	1	1	1	18	18		
LQ0745	GL0140	入定不定印經	1	1	1	18	18		
LQ0417	GL0141	等集衆德三昧經	3	3	3	18	18		
LQ0416	GL0142	集一切福德三昧經	3	3	3	18	18		此處經名有誤，對照PDF文件；正確應為：集一切福德三昧經；已修改
LQ0709	GL0143	持心梵天所問經	4	4	4	18	18		
LQ0708	GL0144	思益梵天所問經	4	4	4	18	18		此處經名有誤，對照PDF文件；正確應為：思益梵天所問經；已修改
LQ0710	GL0145	勝思惟梵天所問經	6	6	6	18	18		
LQ0653	GL0146	持人菩薩經	4	4	4	18	18		
LQ0652	GL0147	持世經	4	4	4	18	18		
LQ0306	GL0148	濟諸方等學經	1	1	1	18	18		
LQ0305	GL0149	大乘方廣總持經	1	1	1	18	18		此處經名有誤，對照PDF文件；已修改
LQ0631	GL0150	文殊師利現寶藏經	2	2	2	18	18		
LQ0630	GL0151	大方廣寶篋經	3	3	3	18	18		
LQ0768	GL0152	大乘同性經	2	2	2	18	18		
LQ0769	GL0153	證契大乘經	2	2	2	18	18		
LQ0771	GL0154	深密解脫經	5	5	5	19	19		
LQ0770	GL0155	解深密經	5	5	5	19	19		
LQ0772	GL0156	解節經	1	1	1	19	19		
LQ0773	GL0157	相續解脫地波羅密了義經	1	1	1	19	19		
LQ0803	GL0158	緣生初勝分法本經	2	2	2	19	19		
LQ0802	GL0159	分別緣起初勝法門經	2	2	2	19	19		
LQ2170	GL0160	楞伽阿跋多羅寶經	4	4	4	19	19		
LQ0765	GL0161	入楞伽經	10	10	10	19	19		
LQ0766	GL0162	大乘入楞伽經	7	7	7	19	19		
LQ0303	GL0163	佛说菩薩行方便境界神通變化經	3	3	3	19	19		此處經名有誤，對照PDF文件；已修改
LQ0302	GL0164	大薩遮尼乾子所說經	10	10	10	19	19		
LQ0422	GL0165	大方等無想經	6	6	6	19	19		
LQ1012	GL0166	大雲經請雨品第六十四	1	1	1	19	19		
LQ1013	GL0167	大雲輪請雨經	2	2	2	19	19		隋 那連提耶舍譯
LQ1011	GL0168	大方等大雲經請雨品第六十四	1	1	1	19	19		
LQ0751	GL0169	諸法無行經	2	2	2	19	19		
LQ0752	GL0170	諸法本無經	3	3	3	19	19		
LQ0736	GL0171	無極寶三昧經	2	2	2	19	19		
LQ0737	GL0172	佛說寶如來三昧經	2	2	2	19	19		
LQ0733	GL0173	佛說慧印三昧經	1	1	1	19	19		
LQ0734	GL0174	佛說如來智印經	1	1	1	19	19		
LQ1381-2	GL0175	佛說灌頂七萬二千王護比丘呪經	12	12	12	19	19		
LQ0729	GL0176	文殊師利普超三昧經	3	3	3	19	19		經名有誤，對照PDF文件，已修改經名
LQ0619	GL0177	藥師如來本願經	1	1	1	19	19		
LQ0620	GL0178	藥師琉璃光如來本願功德經	1	1	1	19	19	玄奘譯	
LQ0621	GL0179	藥師琉璃光七佛本願功德經	2	2	2	19	19		經名有誤，對照PDF文件，已修改經名
LQ0728	GL0180	佛說阿闍世王經	2	2	2	19	19		
LQ0730	GL0181	佛說放缽經	1	1	1	19	19		經名有誤，對照PDF文件，已修改經名
LQ0739	GL0182	月燈三昧經	10	10	10	20	20		
LQ0740	GL0183	佛說月燈三昧經（宋先公譯）	1	1	1	20	20		查譯者宋先公譯
LQ0741	GL0184	佛說月燈三昧經	1	1	1	20	20		查譯者宋先公譯
LQ0832	GL0185	佛說無希望經	1	1	1	20	20		
LQ0831	GL0186	佛說象腋經	1	1	1	20	20		
LQ0836	GL0187	佛說大淨法門經	1	12	1	20	20		
LQ0835	GL0188	大莊嚴法門經	2	2	2	20	20		
LQ0388	GL0189	如來莊嚴智慧光明入一切佛境界經	2	2	2	20	20		
LQ0389	GL0190	度一切諸佛境界智嚴經	1	1	1	20	20		
LQ0406	GL0191	後出阿彌陀佛偈	1	2	1	20	20		
LQ0396	GL0192	佛說觀無量壽佛經	1	1	1	20	20		
LQ0398	GL0193	佛說阿彌陀經	1	1	1	20	20		姚秦鳩摩羅什譯
LQ0399	GL0194	稱讚淨土佛攝受經	1	1	1	20	20		
LQ0628	GL0195	佛說觀彌勒菩薩上生兜率天經	1	1	1	20	20		
LQ0623	GL0196	佛說彌勒大成佛經	1	1	1	20	20		
LQ0627	GL0197	佛說彌勒來時經	1	1	1	20	20		
LQ0624	GL0198	佛說彌勒下生經	1	1	1	20	20		
LQ0626	GL0199	佛說彌勒下生成佛經（義凈譯）	1	1	1	20	20		
LQ0625	GL0200	佛說彌勒下生成佛經（鳩摩羅什譯）	1	1	1	20	20		
LQ0840	GL0201	佛說諸法勇王經	1	1	1	20	20		
LQ0841	GL0202	佛說一切法高王經	1	1	1	20	20		
LQ0851	GL0203	第一義法勝經	1	1	1	20	20		
LQ0850	GL0204	大威燈光仙人問疑經	1	1	1	20	20		
LQ0695	GL0205	順權方便經	2	2	2	20	20		
LQ0694	GL0206	樂瓔珞莊嚴方便品經	1	1	1	20	20		
LQ0212	GL0207	六度集經	8	8	8	20	20		
LQ0231	GL0208	太子須大拏經	1	1	1	20	20		對照PDF文件，精明已修改
LQ0234	GL0209	佛說菩薩睒子經	1	1	1	20	20		
LQ0235	GL0210	佛說睒子經	1	1	1	20	20		
LQ0228	GL0211	佛說太子墓魄經	1	1	1	20	20		
LQ0241	GL0212	佛說九色鹿經	1	1	1	20	20		
LQ0227	GL0213	佛說太子慕魄經	1	1	1	20	20		對照PDF文件，精明已修改
LQ0845	GL0214	無字寶篋經	1	1	1	20	20		
LQ0846	GL0215	大乘離文字普光明藏經	1	1	1	20	20		
LQ0844	GL0216	大乘遍照光藏無字法門經	1	1	1	20	20		
LQ0688	GL0217	佛說老女人經	1	1	1	20	20		
LQ0689	GL0218	佛說老母經	1	1	1	20	20		
LQ0690	GL0219	佛說老母女六英經	1	1	1	20	20		
LQ0679	GL0220	佛說月光童子經	1	1	1	20	20		
LQ0680	GL0221	申日兒本經	1	1	1	20	20		
LQ0677	GL0222	佛說德護長者經	2	2	2	20	20		
LQ0632	GL0223	文殊師利問菩提經	1	1	1	20	20		
LQ0633	GL0224	伽耶山頂經	1	1	1	20	20		
LQ0634	GL0225	佛說象頭精舍經	1	1	1	20	20	卷首似乎是：烏頭	
LQ0635	GL0226	大乘伽耶山頂經	1	1	1	20	20		
LQ0673	GL0227	佛說長者子制經	1	1	1	20	20		
LQ0674	GL0228	佛說菩薩逝經	1	1	1	20	20		
LQ0672	GL0229	佛說逝童子經	1	1	1	20	20		
LQ0826	GL0230	佛說犢子經	1	1	1	20	20		
LQ0825	GL0231	佛說乳光佛經	1	1	1	20	20		
LQ0692	GL0232	佛說無垢賢女經	1	1	1	20	20		
LQ0693	GL0233	佛說腹中女聽經	1	1	1	20	20		
LQ0691	GL0234	佛說轉女身經	1	1	1	20	20		
LQ0678	GL0235	佛說申日經	1	1	1	20	20		
LQ0763	GL0236	佛說無上依經	2	2	2	20	20		
LQ0781	GL0237	甚希有經	1	1	1	20	20		
LQ0780	GL0238	未曾有經	1	1	1	20	20		
LQ0829	GL0239	決定總持經	1	1	1	20	20		
LQ0828	GL0240	謗佛經	1	1	1	20	20		
LQ0386	GL0241	佛說寶積三昧文殊師利菩薩問法身經	1	1	1	20	20		對照PDF文件，經名已修改
LQ0385	GL0242	入法界體性經	1	1	1	20	20		
LQ0848	GL0243	如來師子吼經	1	1	1	20	20		
LQ0847	GL0244	大方廣師子吼經	1	1	1	20	20		
LQ0642	GL0245	大乘百福相經	1	1	1	20	20		
LQ0643	GL0246	大乘百福莊嚴相經	1	1	1	20	20		
LQ0814	GL0247	大乘四法經	1	1	1	20	20		
LQ0815	GL0248	菩薩修行四法經	1	1	1	20	20		
LQ1562	GL0249	善恭敬經	1	1	1	20	20		
LQ0783	GL0250	希有校量功德經	1	1	1	20	20		
LQ0782	GL0251	最無比經	1	1	1	20	20		
LQ0238	GL0252	前世三轉經	1	1	1	20	20		
LQ0239	GL0253	銀色女經	1	1	1	20	20		
LQ0664	GL0254	阿闍世王授決經	1	1	1	20	20		
LQ0665	GL0255	採花違王上佛授決號妙花經	1	1	1	20	20		
LQ1563	GL0256	佛說正恭敬經	1	1	1	20	20		
LQ0855	GL0257	稱讚大乘功德經	1	1	1	20	20		
LQ0856	GL0258	說妙法決定業障經	1	1	1	20	20		
LQ0668	GL0259	如來示教勝軍王經	1	1	1	20	20		
LQ0116	GL0260	緣起聖道經	1	1	1	20	20		
LQ0667	GL0261	佛說諫王經	1	1	1	20	20		
LQ0669	GL0262	佛爲勝光天子說王法經	1	1	1	20	20		
LQ0788	GL0263	浴佛功德經	1	1	1	20	20		
LQ0820	GL0264	曼殊室利咒藏中校量數珠功德經	1	1	1	20	20		
LQ0704	GL0265	大方等修多羅王經	1	1	1	20	20		
LQ0639	GL0266	文殊師利巡行經	1	1	1	20	20		
LQ0705	GL0267	佛說轉有經	1	1	1	20	20		
LQ0638	GL0268	佛說文殊尸利行經	1	1	1	20	20		
LQ0798	GL0269	了本生死經	1	1	1	20	20		
LQ0115	GL0270	貝多樹下思惟十二因經	1	1	1	20	20		
LQ0686	GL0271	佛說龍施女經	1	1	1	20	20		
LQ0597	GL0272	佛說八吉祥神咒經	1	1	1	20	20		
LQ0799	GL0273	佛說稻芊經	1	1	1	20	20		對照PDF文件，經名已修改
LQ0724	GL0274	佛說自誓三昧經	1	1	1	20	20		
LQ0723	GL0275	佛說如來獨證自誓三昧經	1	1	1	20	20		
LQ0687	GL0276	佛說龍施菩薩本起經	1	1	1	20	20		
LQ0598	GL0277	佛說八陽神咒經	1	1	1	20	20	佛說八陽神呪經	
LQ0778	GL0278	佛說盂蘭盆經	1	1	1	20	20		
LQ0790	GL0279	佛說灌洗佛形像經	1	1	1	20	20		
LQ0791	GL0280	佛說摩訶刹頭經	1	1	1	20	20		
LQ0784	GL0281	佛說造立形像福報經	1	1	1	20	20		
LQ0785	GL0282	佛說作佛形像經	1	1	1	20	20		
LQ0596	GL0283	佛說八佛名號經	1	1	1	20	20		
LQ0779	GL0284	佛說報恩奉盆經	1	1	1	20	20		
LQ0789	GL0285	佛說浴像功德經	1	1	1	20	20		
LQ0821	GL0286	佛說校量數珠功德經	1	1	1	20	20		
LQ0599	GL0287	八吉祥經	1	1	1	20	20	八吉祥經	
LQ1124	GL0288	不空羂索神變眞言經	30	30	30	20	21	不空羂索神變真言經	
LQ	GL0289	不空羂索咒經	1	1	1	21	21		
LQ1126	GL0290	不空羂索神咒心經	1	1	1	21	21		
LQ1130	GL0291	不空羂索陀羅尼自在王咒經	3	3	3	21	21		
LQ1132	GL0292	不空羂索陀羅尼經	1	1	1	21	21		
LQ1080-1	GL0293	千眼千臂觀世音菩薩陀羅尼神咒經	2	2	2	21	21		
LQ1079	GL0294	千手千眼觀世音菩薩姥陀羅尼身經	1	1	1	21	21		
LQ1082-1	GL0295	千手千眼觀世音菩薩廣大圓滿無礙大悲心陀羅尼經	1	1	1	21	21		
LQ1115	GL0296	觀世音菩薩如意摩尼陀羅尼經	1	1	1	21	21		
LQ1114	GL0297	觀世音菩薩祕密藏如意輪陀羅尼咒經	1	1	1	21	21		
LQ1113	GL0298	觀自在菩薩如意心陀羅尼呪經	1	1	1	21	21	無卷名，经名有佛说	
LQ1112	GL0299	如意輪陀羅尼經	1	1	1	21	21	無卷名	
LQ1220	GL0300	大方廣菩薩藏經中文殊師利根本一字陀羅尼經	1	1	1	21	21	無卷名	
LQ1221	GL0301	曼殊室利菩薩呪藏中一字咒王經	1	1	1	21	21	無卷名	
LQ1393	GL0302	十二佛名神咒校量功德除障滅罪經	1	1	1	21	21	無卷名，经名有佛说	
LQ1394	GL0303	稱讚如來功德神咒經	1	1	1	21	21	经名有佛说	
LQ1006	GL0304	大孔雀咒王經	3	3	3	21	21	卷下，经名有佛说	
LQ1009	GL0305	孔雀王咒經（鸠摩罗什译）	1	1	1	21	21		
LQ1007	GL0306	大金色孔雀王咒經	1	1	1	21	21		
LQ1008	GL0307	大金色孔雀王咒經	1	1	1	21	21	经名有佛说	
LQ1005	GL0308	孔雀王咒經（僧伽婆罗译）	2	2	2	21	21		
LQ0919	GL0309	陀羅尼集經	12	12	12	21	21	经名有佛说	
LQ1096	GL0310	十一面观世音神咒经	1	1	1	21	21	经名有佛说	
LQ1097	GL0311	十一面神咒心經	1	1	1	21	21		
LQ1297	GL0312	摩利支天陀羅尼呪經	1	1	1	21	21	经名有佛说	
LQ1056	GL0313	咒五首	1	1	1	21	21		
LQ1057	GL0314	千轉陀羅尼觀世音菩薩咒	1	1	1	21	21		
LQ1104	GL0315	七倶胝佛母心大准提陀羅尼經	1	1	1	21	21	经名有佛说	
LQ1102	GL0316	七倶胝佛母准提大明陀羅尼經	1	1	1	21	21	经名有佛说	
LQ1218	GL0317	六字神咒經	1	1	1	21	21		
LQ1136-1	GL0318	觀自在菩薩隨心咒經	1	1	1	21	21		
LQ1385	GL0319	種種雜咒經	1	1	1	21	21		
LQ0987	GL0320	佛頂尊勝陀羅尼經（義凈譯）	1	1	1	21	21	经名有佛说	
LQ0985-1	GL0321	佛頂最勝陀羅尼經	1	1	1	21	21		
LQ0984	GL0322	佛頂尊勝陀羅尼經（杜行顯譯）	1	1	1	21	21		
LQ0986	GL0323	最勝佛頂陀羅尼淨除業障呪經	1	1	1	21	21		
LQ0983	GL0324	佛頂尊勝陀羅尼經（佛陀波利譯）	1	1	1	21	21		
LQ1032	GL0325	無量門微密持經	1	1	1	21	21	经名有佛说	
LQ1033	GL0326	出生無量門持經	1	1	1	21	21	经名有佛说	
LQ1036	GL0327	無量門破魔陀羅尼經	1	1	1	21	21		
LQ1035	GL0328	阿難陀目佉尼訶離陀經	1	1	1	21	21		
LQ1034	GL0329	阿難陀目佉尼訶離陀鄰尼經	1	1	1	21	21	经名有佛说	
LQ1037	GL0330	舍利弗陀羅尼經	1	1	1	21	21		
LQ1031	GL0331	一向出生菩薩經	1	1	1	21	21	经名有佛说	
LQ1038	GL0332	出生無邊門陀羅尼經	1	1	1	21	21		
LQ1410	GL0333	勝幢臂印陀羅尼經	1	1	1	21	21		
LQ1411	GL0334	妙臂印幢陀羅尼經	1	1	1	21	21		
LQ1389	GL0335	無崖際惣持法門經	1	1	1	21	21	经名有佛说	
LQ1390	GL0336	尊勝菩薩所問一切諸法入無量門陀羅尼經	1	1	1	21	21		
LQ1392	GL0337	金剛上味陀羅尼經	1	1	1	21	21		
LQ1391	GL0338	金剛場陀羅尼經	1	1	1	21	21		
LQ1183	GL0339	如來方便善巧咒經	1	1	1	21	21		
LQ1405	GL0340	花聚陀羅尼咒經	1	1	1	21	21	经名有佛说	
LQ1404	GL0341	師子奮迅菩薩所問經	1	1	1	21	21	经名有佛说	
LQ1067-2	GL0342	六字神咒王經	1	1	1	21	21	经名有佛说	LQ1067-1
LQ1174	GL0343	善法方便陀羅尼經	1	1	1	21	21	经名有佛说	
LQ1175-1	GL0344	金剛祕密善門陀羅尼呪經	1	1	1	21	21		
LQ1403	GL0345	華積陀羅尼神咒經	1	1	1	21	21	经名有佛说	
LQ1066	GL0346	六字咒王經	1	1	1	21	21	经名有佛说	
LQ1182	GL0347	虛空藏菩薩問七佛陀羅尼咒經	1	1	1	22	22		
LQ1398	GL0348	持句神咒經	1	1	1	22	22		
LQ1399	GL0349	陀鄰尼鉢經	1	1	1	22	22		
LQ1397	GL0350	東方最勝燈王陀羅尼經	1	1	1	22	22		
LQ1396	GL0351	東方最勝燈王如來經	1	1	1	22	22		
LQ1173	GL0352	護命法門神咒經	1	1	1	22	22		
LQ1045	GL0353	無垢淨光大陀羅尼經	1	1	1	22	22		
LQ1065	GL0354	請觀世音菩薩消伏毒害陀羅尼呪經	1	1	1	22	22		
LQ0606	GL0355	寶網經	1	1	1	22	22		
LQ0830	GL0356	菩薩行五十緣身經	1	1	1	22	22		
LQ0697	GL0357	梵志女首意經	1	1	1	22	22		
LQ0812	GL0358	四不可得經	1	1	1	22	22		
LQ0675	GL0359	私呵昧經	1	1	1	22	22		
LQ0676	GL0360	菩薩生地經	1	1	1	22	22		
LQ0760	GL0361	大方等如來藏經	1	1	1	22	22		
LQ0824	GL0362	內藏百寶經	1	1	1	22	22		
LQ0361	GL0363	佛說須賴經	1	1	1	22	22		前涼支施崙譯
LQ0731	GL0364	成具光明定意經	1	1	1	22	22		
LQ0838	GL0365	演道俗業經	1	1	1	22	22		
LQ0607	GL0366	百佛名經	1	1	1	22	22		
LQ0777	GL0367	諸德福田經	1	1	1	22	22		
LQ0794	GL0368	溫室洗浴衆僧經	1	1	1	22	22		
LQ0849	GL0369	佛語經	1	1	1	22	22		
LQ0362	GL0370	菩薩修行經	1	1	1	22	22		
LQ0222	GL0371	金色王經	1	1	1	22	22		
LQ0595	GL0372	稱揚諸佛功德經	3	3	3	22	22		
LQ0713	GL0373	須眞天子經	4	4	4	22	22		
LQ0418	GL0374	摩訶摩耶經	2	2	2	22	22		
LQ0805	GL0375	除恐災患經	1	1	1	22	22		
LQ0823	GL0376	孛經抄	1	1	1	22	22		
LQ0404	GL0377	觀世音菩薩授記經	1	1	1	22	22		
LQ0718	GL0378	海龍王經	4	4	4	22	22		
LQ0742	GL0379	首楞嚴三昧經	2	2	2	22	22		
LQ1199	GL0380	觀藥王藥上二菩薩經	1	1	1	22	22		
LQ0308	GL0381	觀普賢菩薩行法經	1	1	1	22	22		
LQ0654	GL0382	不思議光菩薩所說經	1	1	1	22	22		
LQ0341	GL0383	最勝問菩薩十住除垢斷結經	10	10	10	22	22		
LQ0806	GL0384	未曾有因緣經	2		2	22	22		
LQ0827	GL0385	諸佛要集經	2	2	2	22	22		
LQ0755	GL0386	菩薩瓔珞經	14	14	14	22	22		
LQ0738	GL0387	超日明三昧經	2	2	2	22	22		
LQ0594	GL0388	賢劫經	8	8	8	22	23		
LQ1387	GL0389	大法炬陀羅尼經	20	20	20	23	23		
LQ1388	GL0390	大威德陀羅尼經	20	20	20	23	23		
LQ0610	GL0391	佛說佛名經	12	12	12	23	23		
LQ0614	GL0392	過去莊嚴劫千佛名經	1	1	1	23	23		
LQ0614-4	GL0393	現在賢劫千佛名經	1	1	1	23	23		
LQ0614-6	GL0394	未來星宿劫千佛名經	1	1	1	23	23		
LQ0613	GL0395	五千五百佛名神呪除障滅罪經	8	8	8	23	23		
LQ0608	GL0396	佛說不思議功德諸佛所護念經	2	2	2	23	23		
