龍泉編碼	磧砂藏实体经名	磧砂编码	经文名称	卷序号	实际卷数	起始册号	起始页码	终止册号	终止页码	
LQ0246	大般若波羅蜜多經	QS0001	大般若波羅蜜多經	600	600	1	642	12	653	
LQ0247	放光摩訶般若波羅蜜經	QS0002	放光摩訶般若波羅蜜經	30	30	13	342	13	352	
LQ0249	摩訶般若波羅蜜經	QS0003	摩訶般若波羅蜜經	30	30	13	84	14	97	
LQ0248	佛說光讚般若波羅蜜經	QS0004	佛說光讚般若波羅蜜經	10	10	14	338	14	351	
LQ0252	摩訶般若波羅蜜鈔經	QS0005	摩訶般若波羅蜜鈔經	5	5	14	407	14	420	
LQ0250	道行摩訶般若波羅蜜經	QS0006	道行摩訶般若波羅蜜經	10	10	14	536	14	546	
LQ0253	小品般若波羅蜜經	QS0007	小品般若波羅蜜經	10	10	14	651	14	667	
LQ0256	勝天王般若波羅蜜經	QS0008	勝天王般若波羅蜜經	7	7	15	83	15	95	
LQ0251	大明度無極經	QS0009	大明度無極經	6	6	15	155	15	168	
LQ0259	佛說濡首菩薩無上清淨分衛經	QS0010	佛說濡首菩薩無上清淨分衛經	2	2	15	180	15	190	
LQ0260	金剛般若波羅蜜經	QS0011	金剛般若波羅蜜經	1	1	15	191	15	199	
LQ0261	金剛般若波羅蜜經	QS0012	金剛般若波羅蜜經	1	1	15	199	15	210	
LQ0262	金剛般若波羅蜜經	QS0013	金剛般若波羅蜜經	1	1	15	210	15	221	
LQ0263	金剛能斷般若波羅蜜經	QS0014	金剛能斷般若波羅蜜經	1	1	15	221	15	233	
LQ0264	能斷金剛般若波羅蜜多經	QS0015	能斷金剛般若波羅蜜多經	1	1	15	233	15	242	
LQ0265	能斷金剛般若波羅蜜多經	QS0016	能斷金剛般若波羅蜜多經	1	1	15	242	15	256	
LQ0266	實相般若波羅蜜經	QS0017	實相般若波羅蜜經	1	1	15	257	15	262	
LQ0271	佛說仁王護國般若波羅蜜經	QS0018	佛說仁王護國般若波羅蜜經	2	2	15	274	15	283	
LQ0278	摩訶般若波羅蜜大明呪經	QS0019	摩訶般若波羅蜜大明呪經	1	1	15	284			
LQ0277	般若波羅蜜多心經	QS0020	般若波羅蜜多心經	1	1	15	285			
LQ0257	文殊師利所說摩訶般若波羅蜜經	QS0021	文殊師利所說摩訶般若波羅蜜經	1	1	15	286	15	301	
LQ0258	文殊師利所說般若波羅蜜經	QS0022	文殊師利所說般若波羅蜜經	1	1	15	301	15	316	
LQ0342	大寶積經	QS0023	大寶積經	120	120	15	546	17	561	
LQ0343	大方廣三戒經	QS0024	大方廣三戒經	3	3	17	584	17	599	
LQ0391	佛說無量清淨平等覺經	QS0025	佛說無量清淨平等覺經	2	2	17	624	17	646	
LQ0392	佛說阿彌陀經	QS0026	佛說阿彌陀經	2	2	18	23	18	42	
LQ0390	佛說無量壽經	QS0027	佛說無量壽經	2	2	18	57	18	72	
LQ0345	佛說阿閦佛國經	QS0028	佛說阿閦佛國經	2	2	18	89	18	103	
LQ0346	佛說大乘十法經	QS0029	佛說大乘十法經	1	1	18	104	18	119	
LQ0347	佛說普門品經	QS0030	佛說普門品經	1	1	18	120	18	128	
LQ0349	佛說胞胎經	QS0031	佛說胞胎經	1	1	18	129	18	140	
LQ0350	文殊師利佛土嚴淨經	QS0032	文殊師利佛土嚴淨經	2	2	18	154	18	166	
LQ0355	法鏡經	QS0033	法鏡經	2	2	18	175	18	185	
LQ0354	郁迦羅越問菩薩行經	QS0034	郁迦羅越問菩薩行經	1	1	18	186	18	204	
LQ0356	幻士仁賢經	QS0035	幻士仁賢經	1	1	18	205	18	218	
LQ0357	佛說決定毗尼經	QS0036	佛說決定毗尼經	1	1	18	219	18	231	
LQ0359	發覺淨心經	QS0037	發覺淨心經	2	2	18	244	18	253	
LQ0364	佛說優填王經	QS0038	佛說優填王經	1	1	18	253	18	257	
LQ0366	佛說須摩提菩薩經	QS0040	佛說須摩提菩薩經	1	1	18	263	18	270	
LQ0368	佛說離垢施女經	QS0041	佛說離垢施女經	1	1	18	271	18	288	
LQ0367	佛說阿闍世王女阿術達菩薩經	QS0042	佛說阿闍世王女阿術達菩薩經	1	1	18	289	18	302	
LQ0369	得無垢女經	QS0043	得無垢女經	1	1	18	303	18	323	
LQ0370	文殊師利所說不思議佛境界經	QS0044	文殊師利所說不思議佛境界經	2	2	18	331	18	340	
LQ0372	佛說如幻三昧經	QS0045	佛說如幻三昧經	3	3	18	375	18	386	
LQ0371	善住意天子所問經	QS0046	善住意天子所問經	3	3	18	415	18	430	
LQ0373	太子刷護經	QS0047	太子刷護經	1	1	18	431	18	434	
LQ0374	佛說太子和休經	QS0048	佛說太子和休經	1	1	18	434	18	436	
LQ0375	慧上菩薩問大善權經	QS0049	慧上菩薩問大善權經	2	2	18	450	18	460	
LQ0377	大乘顯識經	QS0050	大乘顯識經	2	2	18	470	18	481	
LQ0378	佛說大乘方等要慧經	QS0051	佛說大乘方等要慧經	1	1	18	482	18	482	
LQ0379	彌勒菩薩所問本願經	QS0052	彌勒菩薩所問本願經	1	1	18	483	18	488	
LQ0380	佛遺日摩尼寶經	QS0053	佛遺日摩尼寶經	1	1	18	489	18	500	
LQ0381	佛說摩訶衍寶嚴經	QS0054	佛說摩訶衍寶嚴經	1	1	18	501	18	516	
LQ0383	勝鬘師子吼一乘大方便方廣經	QS0055	勝鬘師子吼一乘大方便方廣經	1	1	18	517	18	531	
LQ0384	毗耶娑問經	QS0056	毗耶娑問經	2	2	18	544	18	556	
LQ0432	大方等大集經	QS0057	大方等大集經	30	30	18	334	19	348	
LQ0434	大乘大方等日藏經	QS0058	大乘大方等日藏經	10	10	19	488	19	505	
LQ0435	大方等大集月藏經	QS0059	大方等大集月藏經	10	10	19	655	19	676	
LQ0451	大乘大集地藏十輪經	QS0060	大乘大集地藏十輪經	10	10	20	118	20	129	
LQ0452	佛說大方廣十輪經	QS0061	佛說大方廣十輪經	8	8	20	205	20	214	
LQ0436	大集須彌藏經	QS0062	大集須彌藏經	2	2	20	229	20	244	
LQ0449	虛空孕菩薩經	QS0063	虛空孕菩薩經	2	2	20	256	20	267	
LQ0446	虛空藏菩薩經	QS0064	虛空藏菩薩經	1	1	20	268	20	288	
LQ0447	虛空藏菩薩神呪經	QS0065	虛空藏菩薩神呪經	1	1	20	289	20	301	
LQ0450	觀虛空藏菩薩經	QS0066	觀虛空藏菩薩經	1	1	20	301	20	303	
LQ0455	佛說菩薩念佛三昧經	QS0067	佛說菩薩念佛三昧經	6	6	20	366	20	379	
LQ0456	佛說大方等大集菩薩念佛三昧經	QS0068	佛說大方等大集菩薩念佛三昧經	10	10	20	470	20	479	
LQ0458	般舟三昧經	QS0069	般舟三昧經	3	3	20	506	20	518	
LQ0460	拔陂菩薩經	QS0070	拔陂菩薩經	1	1	20	519	20	529	
LQ0457	大方等大集賢護經	QS0071	大方等大集賢護經	5	5	20	578	20	591	
LQ0438	阿差末菩薩經	QS0072	阿差末菩薩經	7	7	20	10	21	18	
LQ0437	無盡意菩薩經	QS0073	無盡意菩薩經	4	4	21	69	21	86	
LQ0463	大集譬喻王經	QS0074	大集譬喻王經	2	2	21	101	21	112	
LQ0440	大哀經	QS0075	大哀經	8	8	21	194	21	207	
LQ0441	寶女所問經	QS0076	寶女所問經	4	4	21	246	21	257	
LQ0443	無言童子經	QS0077	無言童子經	2	2	21	272	21	289	
LQ0461	自在王菩薩經	QS0078	自在王菩薩經	2	2	21	303	21	315	
LQ0462	奮迅王問經	QS0079	奮迅王問經	2	2	21	331	21	346	
LQ0445	寶星陀羅尼經	QS0080	寶星陀羅尼經	8	8	21	434	21	448	
LQ0309	大方廣佛華嚴經	QS0081	大方廣佛華嚴經	60	60	21	638	22	655	
LQ0310	大方廣佛華嚴經	QS0082	大方廣佛華嚴經	80	80	23	411	24	424	
LQ0337	信力入印法門經	QS0083	信力入印法門經	5	5	24	481	24	495	
LQ0335	度諸佛境界智光嚴經	QS0084	度諸佛境界智光嚴經	1	1	24	496	24	508	
LQ0336	佛華嚴入如來德智不思議境界經	QS0085	佛華嚴入如來德智不思議境界經	1	1	24	509	24	525	
LQ0334	大方廣入如來智德不思議經	QS0086	大方廣入如來智德不思議經	1	1	24	525	24	535	
LQ0338	大方廣佛華嚴經修慈分	QS0087	大方廣佛華嚴經修慈分	1	1	24	536	24	541	
LQ0332	大方廣如來不思議境界經	QS0088	大方廣如來不思議境界經	1	1	24	542	24	549	
LQ0333	大方廣佛華嚴經不思議佛境界分	QS0089	大方廣佛華嚴經不思議佛境界分	1	1	24	549	24	558	
LQ0330	大方廣普賢所說經	QS0091	大方廣普賢所說經	1	1	24	573	24	576	
LQ0339	莊嚴菩提心經	QS0092	莊嚴菩提心經	1	1	24	576	24	580	
LQ0312	佛說菩薩本業經	QS0093	佛說菩薩本業經	1	1	24	580	24	589	
LQ0313	諸菩薩求佛本業經	QS0094	諸菩薩求佛本業經	1	1	24	590	24	597	
LQ0314	菩薩十住行道品經	QS0095	菩薩十住行道品經	1	1	24	598	24	603	
LQ0315	佛說菩薩十住經	QS0096	佛說菩薩十住經	1	1	24	603	24	607	
LQ0316	漸備一切智德經	QS0097	漸備一切智德經	5	5	24	17	25	34	
LQ0317	十住經	QS0098	十住經	6	6	25	104	25	114	
LQ0320	顯無邊佛土功德經	QS0099	顯無邊佛土功德經	1	1	25	115	25	116	
LQ0319	等目菩薩所問三昧經	QS0100	等目菩薩所問三昧經	3	3	25	141	25	157	
LQ0322	佛說如來興顯經	QS0101	佛說如來興顯經	4	4	25	199	25	211	
LQ0323	度世品經	QS0102	度世品經	6	6	25	289	25	306	
LQ0326	佛說羅摩伽經	QS0103	佛說羅摩伽經	4	4	25	348	25	363	
LQ0327	大方廣佛華嚴經續入法界品	QS0104	大方廣佛華嚴經續入法界品	1	1	25	364	25	370	
LQ0340	佛說大方廣菩薩十地經	QS0105	佛說大方廣菩薩十地經	1	1	25	371	25	376	
LQ0311	佛說兜沙經	QS0106	佛說兜沙經	1	1	25	376	25	380	
LQ0409	大般涅槃經	QS0107	大般涅槃經	40	40	25	264	26	277	
LQ0412	大般涅槃經後分	QS0108	大般涅槃經後分	2	2	26	294	26	308	
LQ0411	大般泥洹經	QS0109	大般泥洹經	6	6	26	399	26	418	
LQ0414	四童子三昧經	QS0111	四童子三昧經	3	3	26	481	26	493	
LQ0415	大悲經	QS0112	大悲經	5	5	26	548	26	560	
LQ0244	方廣大莊嚴經	QS0113	方廣大莊嚴經	12	12	26	59	27	72	
LQ0245	普曜經	QS0114	普曜經	8	8	27	176	27	188	
LQ0300	法華三昧經	QS0115	法華三昧經	1	1	27	189	27	197	
LQ0307	無量義經	QS0116	無量義經	1	1	27	197	27	210	
LQ0295	薩曇分陁利經	QS0117	薩曇分陁利經	1	1	27	211	27	213	
LQ0292	妙法蓮華經	QS0118	妙法蓮華經	7	7	27	342	27	360	
LQ0293	正法華經	QS0119	正法華經	10	10	27	495	27	512	
LQ0294	妙法蓮華經	QS0120	妙法蓮華經	8	8	27	632	27	642	
LQ0646	維摩詰經	QS0121	維摩詰經	3	3	27	15	28	27	
LQ0645	維摩詰所說經	QS0122	維摩詰所說經	3	3	28	61	28	74	
LQ0647	說無垢稱經	QS0123	說無垢稱經	6	6	28	136	28	145	
LQ0649	大方等頂王經	QS0124	大方等頂王經	1	1	28	146	28	163	
LQ0650	大乘頂王經	QS0125	大乘頂王經	1	1	28	164	28	178	
LQ0648	善思童子經	QS0126	善思童子經	2	2	28	188	28	197	
LQ0218	大乘大悲分陀利經	QS0127	大乘大悲分陀利經	8	8	28	315	28	328	
LQ0217	悲華經	QS0128	悲華經	10	10	28	467	28	481	
LQ0757	金光明最勝王經	QS0129	金光明最勝王經	10	10	28	589	28	601	
LQ0759	合部金光明經	QS0130	合部金光明經	8	8	28	25	29	35	
LQ0726	伅真陀羅所問寶如來三昧經	QS0131	伅真陀羅所問寶如來三昧經	3	3	29	66	29	82	
LQ0725	大樹緊那羅王所問經	QS0132	大樹緊那羅王所問經	4	4	29	122	29	134	
LQ0833	佛昇忉利天為母說法經	QS0133	佛昇忉利天為母說法經	3	3	29	153	29	163	
LQ0834	道神足無極變化經	QS0134	道神足無極變化經	4	4	29	192	29	201	
LQ0659	佛說寶雨經	QS0135	佛說寶雨經	10	10	29	300	29	310	
LQ0660	寶雲經	QS0136	寶雲經	7	7	29	378	29	387	
LQ0299	阿惟越致遮經	QS0137	阿惟越致遮經	4	4	29	431	29	446	
LQ0298	不退轉法輪經	QS0138	不退轉法輪經	4	4	29	496	29	506	
LQ0297	廣博嚴淨不退轉法輪經	QS0139	廣博嚴淨不退轉法輪經	4	4	29	555	29	572	
LQ0745	入定不定印經	QS0140	入定不定印經	1	1	29	573	29	585	
LQ0746	不必定入定入印經	QS0141	不必定入定入印經	1	1	29	586	29	601	
LQ0417	等集眾德三昧經	QS0142	等集眾德三昧經	3	3	29	627	29	640	
LQ0416	集一切福德三昧經	QS0143	集一切福德三昧經	3	3	29	666	29	679	
LQ0709	持心梵天所問經	QS0144	持心梵天所問經	4	4	30	56	30	73	
LQ0708	思益梵天所問經	QS0145	思益梵天所問經	4	4	30	125	30	139	
LQ0710	勝思惟梵天所問經	QS0146	勝思惟梵天所問經	6	6	30	205	30	218	
LQ0653	持人菩薩所問經	QS0147	持人菩薩所問經	4	4	30	249	30	259	
LQ0652	持世經	QS0148	持世經	4	4	30	304	30	318	
LQ0306	佛說濟諸方等學經	QS0149	佛說濟諸方等學經	1	1	30	319	30	329	
LQ0305	大乘方廣總持經	QS0150	大乘方廣總持經	1	1	30	330	30	340	
LQ0631	佛說文殊師利現寶藏經	QS0151	佛說文殊師利現寶藏經	2	2	30	356	30	373	
LQ0630	大方廣寶篋經	QS0152	大方廣寶篋經	2	2	30	389	30	406	
LQ0768	大乘同性經	QS0153	大乘同性經	2	2	30	421	30	436	
LQ0769	證契大乘經	QS0154	證契大乘經	2	2	30	452	30	463	
LQ0771	深密解脫經	QS0155	深密解脫經	5	5	30	509	30	519	
LQ0770	解深密經	QS0156	解深密經	5	5	30	566	30	573	
LQ0772	佛說解節經	QS0157	佛說解節經	1	1	30	574	30	581	
LQ0773	相續解脫地波羅蜜了義經	QS0158	相續解脫地波羅蜜了義經	1	1	30	582	30	589	
LQ0803	緣生初勝分法本經	QS0160	緣生初勝分法本經	2	2	30	604	30	611	
LQ0802	分別緣起初勝法門經	QS0161	分別緣起初勝法門經	2	2	30	619	30	627	
LQ0764	楞伽阿跋多羅寶經	QS0162	楞伽阿跋多羅寶經	4	4	30	17	31	37	
LQ0765	入楞伽經	QS0163	入楞伽經	10	10	31	166	31	183	
LQ0766	大乘入楞伽經	QS0164	大乘入楞伽經	7	7	31	276	31	292	
LQ0303	佛說菩薩行方便境界神通變化經	QS0165	佛說菩薩行方便境界神通變化經	3	3	31	318	31	329	
		QS0168	大薩遮尼乹子受記經	10	10	31	431	31	441	
		QS0169	大方等大雲經	4	4	31	498	31	513	
LQ1012	大雲請雨經	QS0170	大雲請雨經	1	1	31	514	31	530	
LQ1013	大雲輪請雨經	QS0171	大雲輪請雨經	2	2	31	540	31	548	
LQ1011	大方等大雲請雨經	QS0172	大方等大雲請雨經	1	1	31	549	31	562	
LQ0751	諸法無行經	QS0173	諸法無行經	2	2	31	576	31	587	
LQ0752	諸法本無經	QS0174	諸法本無經	3	3	31	605	31	618	
LQ0736	佛說無極寶三昧經	QS0175	佛說無極寶三昧經	2	2	31	630	31	643	
LQ0737	寶如來三昧經	QS0176	寶如來三昧經	2	2	32	16	32	30	
LQ0733	佛說慧印三昧經	QS0177	佛說慧印三昧經	1	1	32	31	32	46	
LQ0734	佛說如來智印經	QS0178	佛說如來智印經	1	1	32	47	32	61	
LQ1381-1	佛說灌頂三歸五戒帶佩護身呪經	QS0179	佛說灌頂三歸五戒帶佩護身呪經	1	1	32	62	32	69	
LQ1381-2	佛說灌頂七萬二千神王護比丘呪經	QS0180	佛說灌頂七萬二千神王護比丘呪經	1	1	32	70	32	80	
LQ1381-3	佛說灌頂十二萬神王護比丘尼呪經	QS0181	佛說灌頂十二萬神王護比丘尼呪經	1	1	32	81	32	86	
LQ1381-4	佛說灌頂百結神王護身呪經	QS0182	佛說灌頂百結神王護身呪經	1	1	32	87	32	96	
LQ1381-5	佛說灌頂呪宮宅神王守鎮左右經	QS0184	佛說灌頂呪宮宅神王守鎮左右經	1	1	32	97	32	104	
LQ1381-6	佛說灌頂塚墓因緣四方神呪經	QS0185	佛說灌頂塚墓因緣四方神呪經	1	1	32	105	32	111	
LQ1381-8	佛說灌頂摩尼羅亶大神呪經	QS0186	佛說灌頂伏魔封印大神呪經	1	1	32	112	32	118	
		QS0187	佛說灌頂摩尼羅亶大神呪經	1	1	32	118	32	125	
LQ1381-9	佛說灌頂召五方龍王攝疫毒神呪經	QS0188	佛說灌頂召五方龍王攝疫毒神呪經	1	1	32	126	32	132	
LQ1381-10	佛說灌頂梵天神策經	QS0189	佛說灌頂梵天神策經	1	1	32	133	32	141	
LQ1381-11	佛說灌頂隨願往生十方淨土普廣所問經	QS0190	佛說灌頂隨願往生十方淨土普廣所問經	1	1	32	142	32	150	
LQ1381-12	佛說灌頂章句拔除過罪生死免得度經	QS0191	佛說灌頂章句拔除過罪生死免得度經	1	1	32	150	32	160	
LQ0619	佛說藥師如來本願經	QS0192	佛說藥師如來本願經	1	1	32	161	32	169	
LQ0620	藥師琉璃光如來本願功德經	QS0193	藥師琉璃光如來本願功德經	1	1	32	170	32	178	
LQ0621	藥師琉璃光七佛本願功德經	QS0194	藥師琉璃光七佛本願功德經	2	2	32	189	32	200	
LQ0728	佛說阿闍世王經	QS0195	佛說阿闍世王經	2	2	32	219	32	241	
LQ0729	普超三昧經	QS0196	普超三昧經	4	4	32	285	32	295	
LQ0730	佛說放鉢經	QS0197	佛說放鉢經	1	1	32	295	32	300	
LQ0739	月燈三昧經	QS0198	月燈三昧經	11	11	32	442	32	461	
LQ0740	月燈三昧經	QS0199	月燈三昧經	1	1	32	462	32	469	
LQ0832	佛說無所希望經	QS0200	佛說無所希望經	1	1	32	470	32	484	
LQ0831	佛說象腋經	QS0201	佛說象腋經	1	1	32	485	32	497	
LQ0836	佛說大淨法門品經	QS0202	佛說大淨法門品經	1	1	32	498	32	516	
LQ0835	大莊嚴法門經	QS0203	大莊嚴法門經	2	2	32	526	32	537	
LQ0388	如來莊嚴智慧光明入一切佛境界經	QS0205	如來莊嚴智慧光明入一切佛境界經	2	2	32	550	32	563	
LQ0389	度一切諸佛境界智嚴經	QS0207	度一切諸佛境界智嚴經	1	1	32	564	32	572	
LQ0401	拔一切業障根本得生淨土神呪	QS0208	拔一切業障根本得生淨土神呪	1	1	32	573	32	573	
		QS0209	阿彌陀經不思議神力傳	1	1	32	573	32	574	
LQ0398	佛說阿彌陀經	QS0210	佛說阿彌陀經	1	1	32	574	32	578	
		QS0211	後出阿彌陀佛偈經	1	1	32	579	32	579	
LQ0396	佛說觀無量壽佛經	QS0212	佛說觀無量壽佛經	1	1	32	580	32	592	
LQ0399	稱讚淨土佛攝受經	QS0214	稱讚淨土佛攝受經	1	1	32	593	32	600	
LQ0628	佛說觀彌勒菩薩上生兜率陁天經	QS0215	佛說觀彌勒菩薩上生兜率陁天經	1	1	32	601	32	606	
LQ0625	佛說彌勒下生經	QS0216	佛說彌勒下生經	1	1	32	607	32	612	
LQ0627	佛說彌勒來時經	QS0217	佛說彌勒來時經	1	1	32	612	32	614	
LQ0624	觀彌勒菩薩下生經	QS0218	觀彌勒菩薩下生經	1	1	32	614	32	619	
		QS0219	佛說彌勒下生成佛經	1	1	32	620	32	624	
LQ0840	諸法勇王經	QS0220	諸法勇王經	1	1	32	624	32	638	
LQ0841	一切法高王經	QS0221	一切法高王經	1	1	32	639	32	653	
LQ0851	第一義法勝經	QS0222	第一義法勝經	1	1	33	1	33	10	
LQ0850	大威燈光仙人問疑經	QS0223	大威燈光仙人問疑經	1	1	33	11	33	22	
LQ0694	樂瓔珞莊嚴方便經	QS0224	樂瓔珞莊嚴方便經	1	1	33	23	33	43	
LQ0695	順權方便經	QS0225	順權方便經	2	2	33	54	33	65	
LQ0623	彌勒成佛經	QS0226	彌勒成佛經	1	1	33	66	33	78	
LQ0212	六度集經	QS0227	六度集經	8	8	33	178	33	195	
LQ0231	太子須大拏經	QS0228	太子須大拏經	1	1	33	196	33	208	
LQ0235-2	佛說睒子經	QS0229	佛說睒子經	1	1	33	209	33	217	
LQ0227	太子慕魄經	QS0230	太子慕魄經	1	1	33	213	33	217	
LQ0228	佛說太子沐魄經	QS0231	佛說太子沐魄經	1	1	33	218	33	220	
LQ0241	佛說九色鹿經	QS0232	佛說九色鹿經	1	1	33	220	33	221	
LQ0234-2	菩薩睒子經	QS0233	菩薩睒子經	1	1	33	221	33	226	
LQ0845	無字寶篋經	QS0234	無字寶篋經	1	1	33	227	33	231	
LQ0846	大乘離文字普光明藏經	QS0235	大乘離文字普光明藏經	1	1	33	231	33	234	
LQ0673	佛說長者子制經	QS0236	佛說長者子制經	1	1	33	234	33	237	
LQ0844	大乘遍照光明藏無字法門經	QS0237	大乘遍照光明藏無字法門經	1	1	33	238	33	242	
LQ0688	佛說老女人經	QS0238	佛說老女人經	1	1	33	242	33	243	
LQ0689	佛說老母經	QS0239	佛說老母經	1	1	33	244	33	245	
LQ0690	佛說老母女六英經	QS0240	佛說老母女六英經	1	1	33	245	33	246	
LQ0674	佛說菩薩逝經	QS0241	佛說菩薩逝經	1	1	33	246	33	248	
LQ0679	佛說月光童子經	QS0242	佛說月光童子經	1	1	33	250	33	256	
LQ0680	申日兜本經	QS0243	申日兜本經	1	1	33	256	33	258	
LQ0672	佛說逝童子經	QS0244	佛說逝童子經	1	1	33	258	33	260	
LQ0826	佛說犢子經	QS0245	佛說犢子經	1	1	33	261	33	262	
LQ0825	佛說乳光佛經	QS0246	佛說乳光佛經	1	1	33	262	33	266	
LQ0692	無垢賢女經	QS0247	無垢賢女經	1	1	33	266	33	269	
LQ0693	腹中女聽經	QS0248	腹中女聽經	1	1	33	269	33	271	
LQ0632	文殊師利問菩提經	QS0249	文殊師利問菩提經	1	1	33	272	33	277	
LQ0633	迦耶山頂經	QS0250	迦耶山頂經	1	1	33	277	33	284	
LQ0634	象頭精舍經	QS0251	象頭精舍經	1	1	33	284	33	291	
LQ0635	大乘迦耶山頂經	QS0252	大乘迦耶山頂經	1	1	33	291	33	297	
LQ0677	佛說德護長者經	QS0253	佛說德護長者經	2	2	33	308	33	320	
LQ0691	佛說轉女身經	QS0254	佛說轉女身經	1	1	33	320	33	334	
LQ0780	佛說未曾有經	QS0255	佛說未曾有經	1	1	33	335	33	337	
LQ0781	甚希有經	QS0256	甚希有經	1	1	33	337	33	343	
LQ0782	佛說最無比經	QS0257	佛說最無比經	1	1	33	346	33	352	
LQ0848	如來師子吼經	QS0258	如來師子吼經	1	1	33	353	33	357	
LQ0847	大方廣師子吼經	QS0259	大方廣師子吼經	1	1	33	357	33	361	
LQ0642	大乘百福相經	QS0260	大乘百福相經	1	1	33	361	33	366	
LQ0763	佛說無上依經	QS0261	佛說無上依經	2	2	33	380	33	390	
LQ0829	佛說決定總持經	QS0261	佛說決定總持經	1	1	33	391	33	397	
LQ0828	謗佛經	QS0262	謗佛經	1	1	33	397	33	402	
LQ0386	佛說寶積三昧文殊師利菩薩問法身經	QS0263	佛說寶積三昧文殊師利菩薩問法身經	1	1	33	403	33	407	
LQ0385	入法界體性經	QS0264	入法界體性經	1	1	33	407	33	414	
LQ0643	大乘百福莊嚴相經	QS0265	大乘百福莊嚴相經	1	1	33	415	33	421	
LQ0814	大乘四法經	QS0266	大乘四法經	1	1	33	421	33	421	
LQ0815	佛說菩薩修行四法經	QS0267	佛說菩薩修行四法經	1	1	33	422	33	422	
LQ0783	希有校量功德經	QS0268	希有校量功德經	1	1	33	423	33	427	
LQ1562	善恭敬經	QS0269	善恭敬經	1	1	33	428	33	432	
LQ0855	稱讚大乘功德經	QS0270	稱讚大乘功德經	1	1	33	435	33	438	
LQ0856	佛說妙法決定業障經	QS0271	佛說妙法決定業障經	1	1	33	438	33	440	
LQ0239	銀色女經	QS0272	銀色女經	1	1	33	441	33	446	
LQ0664	佛說阿闍世王受決經	QS0273	佛說阿闍世王受決經	1	1	33	446	33	449	
LQ0665	採華違王上佛授決經	QS0274	採華違王上佛授決經	1	1	33	449	33	450	
LQ1563	佛說正恭敬經	QS0275	佛說正恭敬經	1	1	33	450	33	453	
LQ0238	佛說前世三轉經	QS0276	佛說前世三轉經	1	1	33	456	33	459	
LQ0798	了本生死經	QS0277	了本生死經	1	1	33	460	33	463	
LQ0724	佛說自誓三昧經	QS0278	佛說自誓三昧經	1	1	33	463	33	469	
LQ0115	佛說貝多樹下思惟十二因緣經	QS0279	佛說貝多樹下思惟十二因緣經	1	1	33	470	33	472	
LQ0116	緣起聖道經	QS0280	緣起聖道經	1	1	33	475	33	478	
LQ0799	佛說稻芉經	QS0281	佛說稻芉經	1	1	33	478	33	483	
LQ0785	佛說作佛形像經	QS0282	佛說作佛形像經	1	1	33	484	33	485	
LQ0686	佛說龍施女經	QS0283	佛說龍施女經	1	1	33	487	33	487	
LQ0687	佛說龍施菩薩本起經	QS0284	佛說龍施菩薩本起經	1	1	33	485	33	490	
LQ0597	佛說八吉祥神呪經	QS0285	佛說八吉祥神呪經	1	1	33	490	33	492	
LQ0705	轉有經	QS0286	轉有經	1	1	33	493	33	494	
LQ0639	佛說文殊師利巡行經	QS0287	佛說文殊師利巡行經	1	1	33	494	33	499	
LQ0638	文殊尸利行經	QS0288	文殊尸利行經	1	1	33	499	33	504	
LQ0667	佛說諫王經	QS0289	佛說諫王經	1	1	33	506	33	508	
LQ0668	如來示教勝軍王經	QS0291	如來示教勝軍王經	1	1	33	511	33	516	
LQ0669	佛為勝光天子說王法經	QS0292	佛為勝光天子說王法經	1	1	33	516	33	520	
LQ0704	大方等修多羅王經	QS0293	大方等修多羅王經	1	1	33	521	33	522	
LQ0723	如來獨證自誓三昧經	QS0294	如來獨證自誓三昧經	1	1	33	525	33	530	
LQ0790	佛說灌佛經	QS0295	佛說灌佛經	1	1	33	530	33	531	
		QS0296	佛說灌洗佛經	1	1	33	531	33	533	
LQ0784	佛說造立形像福報經	QS0297	佛說造立形像福報經	1	1	33	534	33	536	
LQ0598	佛說八陽神呪經	QS0298	佛說八陽神呪經	1	1	33	537	33	538	
LQ0599	八吉祥經	QS0299	八吉祥經	1	1	33	539	33	540	
LQ0596	佛說八佛名號經	QS0300	佛說八佛名號經	1	1	33	540	33	543	
LQ0778	佛說盂蘭盆經	QS0301	佛說盂蘭盆經	1	1	33	543	33	545	
LQ0779	佛說報恩奉盆經	QS0302	佛說報恩奉盆經	1	1	33	546	33	546	
LQ0789	佛說浴像功德經	QS0303	佛說浴像功德經	1	1	33	547	33	548	
LQ0788	浴像功德經	QS0304	浴像功德經	1	1	33	549	33	551	
LQ0821	佛說校量數珠功德經	QS0305	佛說校量數珠功德經	1	1	33	551	33	552	
LQ0820	曼殊室利呪藏中校量數珠功德經	QS0306	曼殊室利呪藏中校量數珠功德經	1	1	33	553	33	554	
LQ1124	不空羂索神變真言經	QS0307	不空羂索神變真言經	30	30	33	256	34	269	
LQ1126	不空羂索呪經	QS0308	不空羂索呪經	1	1	34	270	34	278	
LQ1131	不空羂索心呪王經	QS0309	不空羂索心呪王經	3	3	34	293	34	304	
LQ1128	不空羂索呪心經	QS0310	不空羂索呪心經	1	1	34	305	34	312	
LQ1132	不空羂索陀羅尼經	QS0311	不空羂索陀羅尼經	2	2	34	328	34	342	
LQ1080-1	千眼千臂觀世音菩薩陁羅尼神呪經	QS0312	千眼千臂觀世音菩薩陁羅尼神呪經	2	2	34	353	34	358	
