# sid	tripitaka	name	lqsutra	total_reels	remark
ZH007980	ZH	佛說轉法輪經	LQ001210	1	
ZH007990	ZH	五陰譬喻經	LQ001110	1	
ZH008000	ZH	治禪病秘要法	LQ005200	2	
ZH008010	ZH	雜阿含經	LQ001040	1	
ZH008020	ZH	佛說放牛經	LQ001640	1	
ZH008030	ZH	佛說枯樹經	LQ005890	1	
ZH008040	ZH	佛母般泥洹經	LQ001730	1	
ZH008050	ZH	佛說馬有三相經	LQ001320	1	
ZH008060	ZH	沙彌羅經	LQ005070	1	
ZH008070	ZH	玉耶經	LQ001700	1	
ZH008080	ZH	佛說摩鄧女經	LQ005020	1	
ZH008090	ZH	佛說阿遬達經	LQ001710	1	
ZH008100	ZH	佛說鬼問目連經	LQ005530	1	
ZH008110	ZH	佛說阿難問事佛吉凶經	LQ004670	1	
ZH008130	ZH	佛說摩登女解形中六事經	LQ005030	1	
ZH008140	ZH	餓鬼報應經	LQ005540	1	
ZH008150	ZH	佛說雜藏經	LQ005520	1	
ZH008160	ZH	舍頭諫太子二十八宿經	LQ013420	1	
ZH008170	ZH	修行本起經	LQ001810	2	
ZH008180	ZH	摩登伽經	LQ013410	2	
ZH008190	ZH	五母子經	LQ005060	1	
ZH008210	ZH	佛說阿難分別經	LQ004690	1	
ZH008220	ZH	佛說玉耶女經	LQ001690	1	
ZH008240	ZH	佛說慢法經	LQ004680	1	
ZH008250	ZH	佛說太子瑞應本起經	LQ001820	2	
ZH008260	ZH	佛說長者音悅經	LQ004930	1	
ZH008270	ZH	過去現在因果經	LQ001800	4	
ZH008280	ZH	四十二章經	LQ005790	1	
ZH008300	ZH	佛說海八德經	LQ000370	1	
ZH008310	ZH	龍王兄弟經	LQ005170	1	
ZH008320	ZH	佛說罪業應報教化地獄經	LQ005440	1	
ZH008330	ZH	佛說㮈女祇域因緣經	LQ005040	1	
ZH008340	ZH	佛說柰女耆婆經(別本)	LQ005050	1	
ZH008350	ZH	法海經	LQ000360	1	
ZH008360	ZH	佛說七女經	LQ005080	1	
ZH008370	ZH	佛說蓱沙王五願經	LQ000790	1	
ZH008380	ZH	佛說八師經	LQ005130	1	
ZH008390	ZH	佛說琉璃王經	LQ001560	1	
ZH008400	ZH	所欲致患經	LQ005590	1	
ZH008410	ZH	佛說堅意經	LQ005560	1	
ZH008420	ZH	佛說三摩竭經	LQ001520	1	
ZH008430	ZH	阿闍世王問五逆經	LQ004820	1	
ZH008440	ZH	佛說貧窮老公經	LQ005110	1	
ZH008460	ZH	得道梯橙錫杖經	LQ005800	1	
ZH008470	ZH	佛說越難經	LQ004940	1	
ZH008480	ZH	佛說進學經	LQ005860	1	
ZH008490	ZH	佛說淨飯王般涅槃經	LQ004830	1	
ZH008500	ZH	五苦章句經	LQ005620	1	
ZH008510	ZH	禪秘要法經	LQ005190	3	
ZH008520	ZH	生經	LQ001790	5	
ZH008530	ZH	佛說義足經	LQ001920	2	
ZH008540	ZH	正法念處經	LQ005420	70	
ZH008550	ZH	佛本行集經	LQ001840	60	
ZH008560	ZH	本事經	LQ005770	7	
ZH008570	ZH	佛說興起行經	LQ001910	2	
ZH008580	ZH	佛為首迦長者說業報差別經	LQ000830	1	
ZH008590	ZH	佛說大安般守意經	LQ005180	2	
ZH008600	ZH	陰持入經	LQ005210	2	
ZH008610	ZH	佛說處處經	LQ005500	1	
ZH008620	ZH	佛說罵意經	LQ005550	1	
ZH008630	ZH	佛說分別善惡所起經	LQ005490	1	
ZH008640	ZH	佛說出家功德因緣經	LQ005810	1	
ZH008660	ZH	佛說十八泥犁經	LQ005510	1	
ZH008670	ZH	佛說阿含正行經	LQ001780	1	
ZH008680	ZH	禪行法想經	LQ005230	1	
ZH008690	ZH	佛說長者子懊惱三處經	LQ004900	1	
ZH008700	ZH	佛說須摩提長者經	LQ004920	1	
ZH008710	ZH	佛說猘狗經	LQ002080	1	
ZH008720	ZH	佛說阿難四事經	LQ004700	1	
ZH008730	ZH	佛說黑氏梵志經	LQ005120	1	
ZH008740	ZH	佛說四願經	LQ005570	1	
ZH008750	ZH	佛說未生冤經	LQ004810	1	
ZH008760	ZH	佛說阿鳩留經	LQ004910	1	
ZH008770	ZH	佛說八關齋經	LQ000940	1	
ZH008780	ZH	佛說分別經	LQ005600	1	
ZH008790	ZH	佛說法受塵經	LQ005820	1	
ZH008800	ZH	犍陀國王經	LQ004800	1	
ZH008810	ZH	佛說孝子經	LQ005370	1	
ZH008830	ZH	佛說見正經	LQ004790	1	
ZH008840	ZH	燈指因緣經	LQ005380	1	
ZH008850	ZH	佛五百弟子自說本起偈經	LQ001930	1	
ZH008860	ZH	佛說四自侵經	LQ005580	1	
ZH008870	ZH	佛說自愛經	LQ005630	1	
ZH008880	ZH	佛說罪福報應經	LQ005650	1	
ZH008900	ZH	大魚事經	LQ002090	1	
ZH008910	ZH	佛說大迦葉本經	LQ004720	1	
ZH008920	ZH	弟子死復生經	LQ005900	1	
ZH008930	ZH	佛說佛大僧大經	LQ004970	1	
ZH008940	ZH	佛說阿難七夢經	LQ004710	1	
ZH008950	ZH	佛說摩達國王經	LQ004860	1	
ZH008970	ZH	佛說呵鵰阿那鋡經	LQ004950	1	
ZH008980	ZH	佛說末羅王經	LQ004840	1	
ZH008990	ZH	佛說婦人遇辜經	LQ005090	1	
ZH009000	ZH	羅雲忍辱經	LQ004750	1	
ZH009010	ZH	佛說摩訶迦葉度貧母經	LQ004730	1	
ZH009020	ZH	十二品生死經	LQ005690	1	
ZH009030	ZH	佛說五恐怖世經	LQ015420	1	
ZH009040	ZH	佛說耶祇經	LQ004980	1	
ZH009050	ZH	佛說旃陀越國王經	LQ004850	1	
ZH009060	ZH	佛說五無反復經		1	行857:存疑C,龙泉编号不存在：LQ005680，存在3条经名相似的记录：[佛說五無反復經,LQ005681] [佛說五無反復經,LQ005682] [佛說五無反復經,LQ005683] 
ZH009090	ZH	佛為年少比丘說正事經	LQ004770	1	
ZH009100	ZH	佛說沙曷比丘功德經	LQ004760	1	
ZH009110	ZH	無垢優婆夷問經	LQ005100	1	
ZH009120	ZH	佛說懈怠耕者經	LQ005910	1	
ZH009130	ZH	辯意長者子經	LQ006830	1	
ZH009140	ZH	佛說四天王經	LQ001410	1	
ZH009150	ZH	佛說時非時經	LQ005840	1	
ZH009170	ZH	佛說因緣僧護經	LQ005670	1	
ZH009180	ZH	盧至長者因緣經	LQ004960	1	
ZH009190	ZH	佛說梵摩難國王經	LQ004870	1	
ZH009200	ZH	比丘避女惡名欲自殺經	LQ004780	1	
ZH009210	ZH	佛說九橫經	LQ001070	1	
ZH009220	ZH	佛說出家功德經	LQ005390	1	
ZH009230	ZH	佛說無上處經	LQ001470	1	
ZH009250	ZH	佛說羣牛譬經	LQ001460	1	
ZH009260	ZH	佛說木槵子經	LQ005920	1	
ZH009270	ZH	佛說禪行三十七品經	LQ005220	1	
ZH009280	ZH	佛說五王經	LQ004890	1	
ZH009290	ZH	佛說護淨經	LQ005660	1	
ZH009300	ZH	佛說栴檀樹經	LQ005880	1	
ZH009310	ZH	佛說孫多耶致經	LQ000540	1	
ZH009320	ZH	佛說賢者五福德經	LQ005780	1	
ZH009330	ZH	佛說八無暇有暇經	LQ000660	1	
ZH009340	ZH	佛說療痔病經	LQ013730	1	
ZH009350	ZH	佛說略教誡經	LQ005870	1	
ZH009360	ZH	佛說譬喻經	LQ002100	1	
ZH009370	ZH	長爪梵志請問經	LQ005140	1	
ZH009380	ZH	佛說無常經	LQ001290	1	
ZH009400	ZH	佛說新歲經	LQ000630	1	
ZH009410	ZH	比丘聽施經	LQ001130	1	
ZH009420	ZH	佛說鬼子母經	LQ013030	1	
ZH009430	ZH	佛說頞多和多耆經	LQ005610	1	
ZH009440	ZH	普達王經	LQ004880	1	
ZH009450	ZH	佛滅度後棺殺葬送經	LQ004270	1	
ZH009460	ZH	天請問經	LQ005150	1	
ZH009470	ZH	佛說父母恩難報經	LQ005360	1	
ZH009480	ZH	摩訶僧祇律	LQ014870	40	
ZH009490	ZH	十誦律	LQ014961	61	
ZH009500	ZH	根本說一切有部毗奈耶	LQ015030	50	
ZH009510	ZH	根本說一切有部苾蒭尼毗奈耶	LQ015040	20	
ZH009520	ZH	根本說一切有部毗奈耶雜事	LQ015120	40	
ZH009530	ZH	根本說一切有部尼陁那	LQ015131	10	
ZH009540	ZH	根本說一切有部毗奈耶藥事	LQ015090	18	
ZH009550	ZH	根本說一切有部毗奈耶破僧事	LQ015110	20	
ZH009560	ZH	根本說一切有部毗奈耶出家事	LQ015050	4	
ZH009570	ZH	根本說一切有部毗奈耶安居事	LQ015060	1	
ZH009580	ZH	根本說一切有部毗奈耶隨意事	LQ015070	1	
ZH009590	ZH	根本說一切有部毗奈耶皮革事	LQ015080	2	
ZH009600	ZH	根本說一切有部毗奈耶羯恥那衣事	LQ015100	1	
ZH009610	ZH	五分律	LQ014820	30	
ZH009620	ZH	四分律	LQ014890	50	
ZH009630	ZH	薩婆多部毗尼摩得勒伽經	LQ015020	10	
ZH009640	ZH	鼻奈耶	LQ015250	10	
ZH009650	ZH	善見毗婆沙律	LQ015230	18	
ZH009660	ZH	佛阿毗曇經出家相品	LQ015430	2	
ZH009670	ZH	毗尼母經	LQ015240	8	
ZH009680	ZH	大比丘三千威儀	LQ015310	2	
ZH009690	ZH	薩婆多毗尼毗婆沙	LQ015010	9	
ZH009700	ZH	律二十二明瞭論	LQ015220	1	
ZH009710	ZH	阿毗曇八犍度論	LQ016130	30	
ZH009720	ZH	阿毗達磨發智論	LQ016120	20	
ZH009730	ZH	阿毗達磨法蘊足論	LQ016060	12	
ZH009740	ZH	阿毗達磨集異門足論	LQ016050	20	
ZH009750	ZH	阿毗達磨識身足論	LQ016080	16	
ZH009760	ZH	阿毗達磨界身足論	LQ016090	3	
ZH009780	ZH	眾事分阿毗曇論	LQ016110	12	
ZH009790	ZH	阿毗曇毗婆沙論	LQ016150	60	
ZH009800	ZH	阿毗達磨大毗婆沙論	LQ016140	200	
ZH009810	ZH	阿毗達磨俱舍釋論	LQ016280	22	
ZH009820	ZH	阿毗達磨俱舍論本頌	LQ016290	1	
ZH009830	ZH	阿毗達磨俱舍論	LQ016270	30	
ZH009840	ZH	阿毗達磨順正理論	LQ016310	80	
ZH009850	ZH	阿毗達磨藏顯宗論	LQ016320	40	
ZH009860	ZH	阿毗曇心論經	LQ016200	6	
ZH009870	ZH	阿毗曇心論	LQ016190	4	
ZH009880	ZH	雜阿毗曇心論	LQ016210	11	
ZH009890	ZH	阿毗曇甘露味論	LQ016220	2	
ZH009900	ZH	隨相論	LQ017000	1	
ZH009910	ZH	尊婆須蜜菩薩所集論	LQ016180	10	
ZH009920	ZH	入阿毗達磨論	LQ016230	2	
ZH009930	ZH	三法度論	LQ015720	3	
ZH009940	ZH	成實論	LQ017050	16	
ZH009950	ZH	佛說立世阿毗曇論	LQ017030	10	
ZH009960	ZH	解脫道論	LQ017070	12	
ZH009970	ZH	舍利弗阿毗曇論	LQ016170	30	
ZH009980	ZH	五事毗婆沙論	LQ016240	2	
ZH009990	ZH	鞞婆沙論	LQ016160	14	
ZH010000	ZH	三彌底部論	LQ017080	3	
ZH010020	ZH	四諦論	LQ017060	4	
ZH010040	ZH	十八部論	LQ036050	1	
ZH010050	ZH	異部宗輪論	LQ036040	1	
ZH010060	ZH	佛說辟支佛因緣論	LQ017090	2	
ZH010070	ZH	大宗地玄文本輪	LQ017390	20	
ZH010080	ZH	釋摩訶洐論	LQ017380	10	
ZH010090	ZH	佛本行經	LQ001870	7	
ZH010110	ZH	撰集百緣經	LQ001940	10	
ZH010120	ZH	出曜經	LQ002060	30	
ZH010130	ZH	賢愚經	LQ001960	13	
ZH010140	ZH	修行道地經	LQ005330	7	
ZH010160	ZH	僧伽羅[條*刂]所集經	LQ001880	3	
ZH010170	ZH	道地經	LQ005340	1	
ZH010180	ZH	佛說百喻經	LQ002030	4	
ZH010190	ZH	菩薩本緣經	LQ002130	3	
ZH010200	ZH	大乘修行菩薩行門諸經要集	LQ008620	3	
ZH010210	ZH	付法藏因緣傳	LQ036520	6	
ZH010220	ZH	坐禪三昧經	LQ005250	2	
ZH010230	ZH	四品學法經	LQ008130	1	
ZH010240	ZH	佛治身經	LQ005850	1	
ZH010250	ZH	佛說治意經	LQ001770	1	
ZH010260	ZH	惟日雜難經	LQ005730	1	
ZH010270	ZH	菩薩呵色欲法經	LQ005290	1	
ZH010280	ZH	佛說佛醫經	LQ005830	1	
ZH010290	ZH	佛入涅槃密跡金剛力士哀戀經	LQ004290	1	
ZH010300	ZH	佛使比丘迦旃延說法沒盡偈百二十章	LQ036010	1	
ZH010310	ZH	迦葉赴佛般涅槃經	LQ004280	1	
ZH010320	ZH	雜寶藏經	LQ001970	10	
ZH010330	ZH	那先比丘經	LQ017401	2	
ZH010340	ZH	那先比丘經(別本)	LQ017402	3	
ZH010350	ZH	達摩多羅禪經	LQ005300	2	
ZH010360	ZH	禪法要解	LQ005260	2	
ZH010370	ZH	舊雜譬喻經	LQ002000	2	
ZH010380	ZH	五門禪經要用法	LQ005240	1	
ZH010390	ZH	雜譬喻經	LQ001980	1	
ZH010400	ZH	佛說內身觀章句經	LQ005310	1	
ZH010410	ZH	法觀經	LQ005320	1	
ZH010420	ZH	思維略要法	LQ005280	1	
ZH010430	ZH	禪要經	LQ005270	1	
ZH010440	ZH	佛說十二遊經	LQ001890	1	
ZH010450	ZH	阿育王經	LQ036290	10	
ZH010460	ZH	釋迦方志	LQ037780	2	
ZH010470	ZH	釋迦氏譜	LQ036240	1	
ZH010480	ZH	經律異相	LQ038870	50	
ZH010500	ZH	諸經要集	LQ038900	20	
ZH010510	ZH	出三藏記集	LQ039580	10	
ZH010530	ZH	眾經目錄	LQ039590	7	
ZH010540	ZH	歷代三寶記	LQ036070	15	
ZH010550	ZH	眾經目錄並序	LQ039600	1	
ZH010560	ZH	眾經目錄	LQ039610	5	
ZH010570	ZH	大唐內典錄	LQ039620	10	
ZH010580	ZH	大週刊定眾經目錄	LQ039650	15	
ZH010590	ZH	古今譯經圖記	LQ039630	4	
ZH010600	ZH	續古今譯經圖記	LQ039640	1	
ZH010620	ZH	開元釋教錄	LQ039660	20	
ZH010630	ZH	開元釋教錄略出	LQ039670	4	
ZH010640	ZH	貞元新定釋教目錄	LQ039700	30	
ZH010650	ZH	大唐保大乙巳歲續貞元釋教錄	LQ039710	1	
ZH010660	ZH	一切經音義	LQ039431	25	
ZH010680	ZH	一切經音義	LQ039450	100	
ZH010690	ZH	續一切經音義	LQ039460	10	
ZH010700	ZH	新譯大方廣佛華嚴經音義	LQ039441	2	
ZH010720	ZH	紹興重雕大藏音	LQ039480	3	
ZH010730	ZH	新集藏經音義隨函錄	LQ039470	30	
ZH010740	ZH	大唐西域記	LQ037770	12	
ZH010750	ZH	集古今佛道論衡	LQ038010	4	
ZH010760	ZH	續集古今佛道論衡	LQ038020	1	
ZH010770	ZH	集沙門不應拜俗等事	LQ038180	6	
ZH010780	ZH	集神州三寶感通錄	LQ038030	3	
ZH010790	ZH	大唐大慈恩寺三藏法師傳	LQ036390	10	
ZH010800	ZH	大唐西域求法高僧傳	LQ036610	2	
ZH010810	ZH	昔道人法顯從長安行西至天竺傳	LQ037750	1	
ZH010820	ZH	唐護法沙門法琳別傳	LQ036370	3	
ZH010830	ZH	隋天臺智者大師別傳	LQ036360	1	
ZH010840	ZH	高僧傳	LQ036530	14	
ZH010850	ZH	續高僧傳	LQ036540	30	
ZH010860	ZH	宋高僧傳	LQ036550	30	
ZH010870	ZH	明高僧傳	LQ036580	6	
ZH010880	ZH	神僧傳	LQ036680	9	
ZH010890	ZH	辯正論	LQ038200	8	
ZH010900	ZH	破邪論	LQ038190	2	
ZH010910	ZH	甄正論	LQ038220	3	
ZH010920	ZH	十門辯惑論	LQ038210	3	
ZH010930	ZH	弘明集	LQ037990	14	
ZH010940	ZH	廣弘明集	LQ038000	30	
ZH010950	ZH	南海寄歸內法傳	LQ038920	4	
ZH010960	ZH	說罪要行法	LQ026930	1	
ZH010970	ZH	護命放生儀軌法	LQ026910	1	
ZH010980	ZH	受用三水要行法	LQ026920	1	
ZH010990	ZH	比丘尼傳	LQ036710	4	
ZH011000	ZH	集諸經禮懺儀	LQ038420	2	
ZH011010	ZH	佛說大乘莊嚴寶王經	LQ010720	4	
ZH011020	ZH	佛說聖佛母小字波若波羅密多經	LQ002880	1	
ZH011030	ZH	佛說大乘聖無量壽決定光明王如來陀羅尼經	LQ009540	1	
ZH011040	ZH	佛說無能勝幡王如來莊嚴陀羅尼經	LQ009600	1	
ZH011050	ZH	最勝佛頂陀羅尼經	LQ009901	1	
ZH011060	ZH	佛說大乘聖吉祥持世陀羅尼經	LQ012020	1	
ZH011070	ZH	七佛贊唄伽他	LQ017520	1	
ZH011080	ZH	大方廣總持寶光明經	LQ003310	5	
ZH011090	ZH	佛說守護大千國土經	LQ010210	3	
ZH011100	ZH	佛說出生一切如來法眼遍照大力明王經	LQ012840	2	
ZH011110	ZH	分別善惡報應經	LQ000840	2	
ZH011120	ZH	佛說大乘善見變化文殊師利問法經	LQ006410	1	
ZH011130	ZH	佛說大乘日子王所問經	LQ003650	1	
ZH011140	ZH	佛說大護明大陀羅尼經	LQ010700	1	
ZH011150	ZH	佛說樓閣正法甘露鼓經	LQ007870	1	
ZH011160	ZH	佛說金耀童子經	LQ006840	1	
ZH011170	ZH	大寒林聖難拏陀羅尼經	LQ014380	1	
ZH011180	ZH	佛說較量壽命經	LQ005720	1	
ZH011190	ZH	聖虛空藏菩薩陀羅尼經	LQ011840	1	
ZH011200	ZH	佛頂放無垢光明入普門觀察一切如來心陀羅尼經	LQ010460	2	
ZH011210	ZH	佛說聖最上燈明如來陀羅尼經	LQ014000	1	
ZH011220	ZH	息除中天陀羅尼經	LQ011690	1	
ZH011230	ZH	消除一切閃電障難隨求如意陀羅尼經	LQ014480	1	
ZH011240	ZH	佛說嗟韈曩法天子受三歸依免除惡道經	LQ005160	1	
ZH011250	ZH	贊法界頌	LQ017450	1	
ZH011260	ZH	佛說無能勝大明王陀羅尼經	LQ012740	1	
ZH011270	ZH	佛說諸行有為經	LQ005710	1	
ZH011280	ZH	一切如來正法秘密篋印心陀羅尼經	LQ010430	1	
ZH011290	ZH	妙法聖念處經	LQ008040	8	
ZH011300	ZH	佛說六道伽陀經	LQ005450	1	
ZH011310	ZH	勝軍化世百喻伽陀經	LQ017620	1	
ZH011320	ZH	法集要誦經	LQ002070	4	
ZH011330	ZH	聖觀自在菩薩一百八名經	LQ010760	1	
ZH011340	ZH	讚揚聖德多羅菩薩一百八名經	LQ011390	1	
ZH011350	ZH	菩提行經	LQ017320	4	
ZH011360	ZH	佛說大迦葉問大寶積正法經	LQ003820	5	
ZH011370	ZH	佛說法集名數經	LQ005760	1	
ZH011380	ZH	佛說沙彌十戒儀則經	LQ015340	1	
ZH011390	ZH	聖持世陀羅尼經	LQ012030	1	
ZH011400	ZH	十二緣生祥瑞經	LQ005400	2	
ZH011410	ZH	無能勝大明心陀羅尼經	LQ012760	1	
ZH011420	ZH	諸佛心印陀羅尼經	LQ009350	1	
ZH011430	ZH	外道問聖大乘法無我義經	LQ008610	1	
ZH011440	ZH	佛說苾芻五法經	LQ015400	1	
ZH011450	ZH	佛說苾芻迦屍迦十法經	LQ015410	1	
ZH011460	ZH	聖多羅菩薩一百八名陀羅尼經	LQ011380	1	
ZH011470	ZH	毗俱胝菩薩一百八名經	LQ011470	1	
ZH011480	ZH	金剛針論	LQ017010	1	
ZH011490	ZH	佛說目連所問經	LQ015280	1	
ZH011500	ZH	無能勝大明陀羅尼經	LQ012750	1	
ZH011510	ZH	大方廣菩薩藏文殊師利根本儀軌經	LQ012190	20	
ZH011520	ZH	佛說觀想佛母波若波羅密多菩薩經	LQ002890	1	
ZH011530	ZH	佛為娑伽羅龍王所說大乘經	LQ007200	1	
ZH011540	ZH	佛說十號經	LQ008180	1	
ZH011550	ZH	佛說寶生陀羅尼經	LQ014580	1	
ZH011560	ZH	佛說蓮華眼陀羅尼經	LQ014570	1	
ZH011570	ZH	佛說大金剛香陀羅尼經	LQ014470	1	
ZH011580	ZH	大乘寶月童子問法經	LQ006040	1	
ZH011590	ZH	佛說一切如來安相三昧儀軌經	LQ014640	1	
ZH011600	ZH	佛說大自在天子因地經	LQ007160	1	
ZH011610	ZH	廣大蓮華莊嚴曼拏羅滅一切罪陀羅尼經	LQ011490	1	
ZH011620	ZH	佛說如意摩尼陀羅尼經	LQ014490	1	
ZH011630	ZH	大金剛妙高山樓閣陀羅尼	LQ014610	1	
ZH011640	ZH	佛說普賢菩薩陀羅尼經	LQ011600	1	
ZH011650	ZH	妙臂菩薩所問經	LQ009130	4	
ZH011660	ZH	佛說寶藏神大明曼拏羅儀軌經	LQ013240	2	
ZH011670	ZH	佛說聖寶藏神儀軌經	LQ013250	2	
ZH011680	ZH	一切如來大秘密王未曾有最上微妙大曼拏羅經	LQ009070	5	
ZH011690	ZH	佛說大摩裡支菩薩經	LQ012980	7	
ZH011700	ZH	聖無能勝金剛火陀羅尼經	LQ012770	1	
ZH011710	ZH	佛說聖莊嚴陀羅尼經	LQ014230	2	
ZH011720	ZH	佛說聖幡瓔珞陀羅尼經	LQ014560	1	
ZH011730	ZH	佛說花精樓閣陀羅尼經	LQ014020	1	
ZH011740	ZH	千轉大明陀羅尼經	LQ010580	1	
ZH011750	ZH	佛說智光滅一切業障陀羅尼經	LQ014430	1	
ZH011760	ZH	賢聖集伽陀一百誦	LQ017560	1	
ZH011770	ZH	佛說聖大總持王經	LQ014180	1	
ZH011780	ZH	佛說尊勝大明王經	LQ014590	1	
ZH011790	ZH	佛說如意寶總持王經	LQ014500	1	
ZH011800	ZH	佛說持名藏八大總持王經	LQ014170	1	
ZH011810	ZH	佛說普賢曼拏羅經	LQ011590	1	
ZH011820	ZH	佛說最上意陀羅尼經	LQ014540	1	
ZH011830	ZH	佛說聖六字大明王陀羅尼經	LQ010690	1	
ZH011840	ZH	佛說大威德金輪佛頂熾盛光如來消除一切災難陀羅尼經	LQ009800	1	
ZH011850	ZH	佛說眾許摩訶帝經	LQ001850	13	
ZH011860	ZH	佛說月光菩薩經	LQ002260	1	
ZH011870	ZH	佛說金光王童子經	LQ004990	1	
ZH011880	ZH	佛說佈施經	LQ007960	1	
ZH011890	ZH	揵稚梵讚	LQ017530	1	
ZH011900	ZH	毗婆屍佛經	LQ000040	2	
ZH011910	ZH	佛說文殊師利一百八名梵讚	LQ012370	1	
ZH011920	ZH	佛說聖觀自在菩薩梵讚	LQ010770	1	
ZH011930	ZH	佛說解憂經	LQ001340	1	
ZH011940	ZH	佛說大三摩惹經	LQ000210	1	
ZH011950	ZH	佛說聖曜母陀羅尼經	LQ013440	1	
ZH011960	ZH	佛說長者施報經	LQ000760	1	
ZH011970	ZH	佛說七佛經	LQ000030	1	
ZH011980	ZH	佛一百八名讚	LQ017490	1	
ZH011990	ZH	佛說毗沙門天王經	LQ012850	1	存疑
ZH012000	ZH	聖多羅菩薩梵讚	LQ011400	1	
ZH012010	ZH	一切如來說佛頂輪王一百八名讚	LQ009760	1	
ZH012020	ZH	增慧陀羅尼經	LQ014190	1	
ZH012030	ZH	佛說四無所畏經	LQ001490	1	
ZH012040	ZH	佛說聖最勝陀羅尼經	LQ014550	1	
ZH012050	ZH	佛說遍照波若波羅密經	LQ002680	1	
ZH012060	ZH	佛說帝釋波若波羅密多心經	LQ002760	1	
ZH012070	ZH	佛說五十頌聖波若波羅密經	LQ002740	1	
ZH012080	ZH	大乘舍黎娑擔摩經	LQ007970	1	
ZH012090	ZH	佛說諸佛經	LQ006090	1	
ZH012100	ZH	佛說大乘戒經	LQ015640	1	
ZH012110	ZH	聖六字增壽大明陀羅尼經	LQ010710	1	
ZH012120	ZH	佛說大乘無量壽莊嚴經	LQ003930	3	
ZH012130	ZH	佛說佛母寶德藏波若波羅密經	LQ002550	3	
ZH012140	ZH	佛說薩缽多酥哩踰捺野經	LQ000320	1	
ZH012150	ZH	佛說金剛手菩薩降伏一切部多大教王經	LQ011620	3	
ZH012160	ZH	最上大乘金剛大教寶王經	LQ011610	2	
ZH012170	ZH	佛說一切如來烏瑟膩沙最勝總持經	LQ010000	1	
ZH012180	ZH	菩提心觀釋	LQ017330	1	
ZH012190	ZH	佛說護國尊者所問大乘經	LQ003530	4	
ZH012200	ZH	佛說金剛香菩薩大明成就儀軌經	LQ012090	3	
ZH012210	ZH	金剛薩埵說頻那夜迦天成就儀軌經	LQ013130	4	
ZH012220	ZH	佛說妙吉祥最勝根本大教經	LQ012550	3	
ZH012230	ZH	佛說幻化網大瑜伽教是忿怒明王大明觀想儀軌經	LQ009090	1	
ZH012240	ZH	佛說妙吉祥菩薩所問大乘法螺經	LQ006440	1	
ZH012250	ZH	佛說八大菩薩經	LQ006170	1	
ZH012260	ZH	佛說持明藏瑜伽大教尊那菩薩大明成就儀軌經	LQ012080	4	
ZH012270	ZH	佛說妙吉祥瑜伽大教金剛陪囉嚩輪觀想成就儀軌經	LQ012830	1	
ZH012280	ZH	佛說大乘八大曼拏羅經	LQ012061	1	
ZH012290	ZH	迦葉仙人說醫女人經	LQ017610	1	
ZH012300	ZH	囉嚩拏說救療小兒疾病經	LQ013780	1	
ZH012310	ZH	佛說較量一切佛刹功德經	LQ003210	1	
ZH012320	ZH	難你計濕嚩囉天說支輪經	LQ013530	1	
ZH012330	ZH	佛說瑜伽大教王經	LQ009080	5	
ZH012340	ZH	佛說大乘觀想曼拏羅淨諸惡趣經	LQ009560	2	
ZH012350	ZH	佛說一切佛攝相應大教王經聖觀自在菩薩念誦儀軌	LQ010730	1	
ZH012360	ZH	聖金剛手菩薩一百八名梵讚	LQ011640	1	
ZH012370	ZH	佛說俱枳羅陀羅尼經	LQ014310	1	
ZH012380	ZH	佛說消除一切災障寶髻陀羅尼經	LQ014460	1	
ZH012390	ZH	佛說妙色陀羅尼經	LQ014320	1	
ZH012400	ZH	佛說栴檀香身陀羅尼經	LQ014330	1	
ZH012410	ZH	佛說鉢蘭那賒嚩哩大陀羅尼經	LQ014300	1	
ZH012420	ZH	佛說宿命智陀羅尼經	LQ014290	1	
ZH012430	ZH	佛說慈氏菩薩誓願陀羅尼經	LQ011780	1	
ZH012440	ZH	佛說滅除五逆罪大陀羅尼經	LQ014450	1	
ZH012450	ZH	佛說無量功德陀羅尼經	LQ009510	1	
ZH012460	ZH	佛說十八臂陀羅尼經	LQ011510	1	
ZH012470	ZH	佛說洛義陀羅尼經	LQ014360	1	
ZH012480	ZH	佛說辟除諸惡陀羅尼經	LQ014530	1	
ZH012490	ZH	佛三身讚	LQ017480	1	
ZH012500	ZH	曼殊室利菩薩吉祥伽陀	LQ012360	1	
ZH012510	ZH	寶授菩薩菩提行經	LQ006580	1	
ZH012520	ZH	佛說八大靈塔名號經	LQ017550	1	
ZH012530	ZH	八大靈塔梵讚	LQ017540	1	
ZH012540	ZH	三身梵讚	LQ017470	1	
ZH012550	ZH	佛說阿羅漢具德經	LQ001450	1	
ZH012560	ZH	佛說無畏陀羅尼經	LQ014340	1	
ZH012570	ZH	佛說大愛陀羅尼經	LQ014260	1	
ZH012580	ZH	佛說妙吉祥菩薩陀羅尼	LQ012270	1	
ZH012590	ZH	佛說無量壽大智陀羅尼	LQ014350	1	
ZH012600	ZH	佛說宿命智陀羅尼	LQ014280	1	
ZH012610	ZH	佛說慈氏菩薩陀羅尼	LQ011770	1	
ZH012620	ZH	佛說虛空藏菩薩陀羅尼	LQ011850	1	
ZH012630	ZH	佛說尊那經	LQ001600	1	
ZH012640	ZH	大正句王經	LQ000110	2	
ZH012650	ZH	佛說聖多羅菩薩經	LQ011370	1	
