龍泉編碼	乾隆藏編碼	实体经名	卷数	實際卷數	起始册码	终止册码	备注	特殊问题备注		
LQ1234	QL1450	妙吉祥平等觀門大教王經略出護摩儀	1		110	110				
LQ1211	QL1451	金剛頂超勝三界經說文殊五字真言勝相	1		110	110				
LQ1210-1	QL1452	金剛頂經瑜伽文殊師利菩薩法一品	1		110	110				
LQ0887	QL1453	金剛頂瑜伽經十八會指歸	1		110	110				
LQ1302	QL1454	訶利帝母真言法	1		110	110				
LQ1041	QL1455	大方廣佛華嚴經入法界品四十二字觀	1		110	110				
LQ1026	QL1456	般若波羅蜜多理趣經大安樂不空三昧真實金剛菩薩等一十七聖大曼荼羅義述	1		110	110				
LQ0921-1	QL1457	陀羅尼門諸部要目	1		110	110				
LQ0897	QL1458	金剛頂瑜伽三十七尊禮	1		110	110				
LQ0932	QL1459	受菩提心戒儀	1		110	110				
LQ1235	QL1460	大聖文殊師利菩薩讚佛法身禮	1		110	110				
LQ1750	QL1461	一百五十讚佛頌	1		110	110				
LQ0454	QL1462	百千頌大集經地藏菩薩請問法身讚	1		110	110				
LQ1751	QL1463	佛吉祥德讚	3		110	110				
LQ3628	QL1464	阿育王傳	5		110	110				
LQ3632	QL1465	馬鳴菩薩傳	1		110	110				
LQ3633-1	QL1466	龍樹菩薩傳	1		110	110				
LQ3634	QL1467	提婆菩薩傳	1		110	110				
LQ3635	QL1468	婆藪槃豆傳	1		110	110				
LQ1742	QL1469	龍樹菩薩為禪陀迦王說法要偈	1		110	110				
LQ3598	QL1470	撰集三藏及雜藏傳	1		110	110				
LQ3602	QL1471	大阿羅漢難提蜜多羅所說法住記	1		110	110				
LQ1361	QL1472	瑜伽集要焰口施食儀	1		110	110		唐 不空譯	1360	1361完全一樣
LQ0645	QL1473	維摩詰所說經	10		111	111		姚秦三藏法師鳩摩羅什		
LQ2572	QL1474	晉僧肇法師寶藏論	1		111	111				
LQ3775	QL1475	法顯傳	1		111	111				
LQ3623	QL1476	釋迦譜	10		111	111				
LQ3887	QL1477	經律異相	50		111	112				
LQ2703	QL1478	慈悲道場懴法	10		112	112				
LQ3671	QL1479	比丘尼傳	4		112	112				
LQ3653	QL1480	高僧傳	16		112	113				
LQ3654	QL1481	續高僧傳	31		113	114				
LQ3655	QL1482	宋高僧傳	30		114	114				
LQ3658	QL1483	明高僧傳	6		114	114				
LQ3799	QL1484	弘明集	14		115	115				
LQ3800	QL1485	廣弘明集	30		115	116				
LQ1384	QL1486	陀羅尼雜集	10		116	116				
LQ2796	QL1487	法華經安樂行義	1		116	116				
LQ2792	QL1488	大乘止觀法門	4		116	116				
LQ2838	QL1489	法華三昧懺儀	1		116	116				
LQ2791	QL1490	諸法無諍三昧法門	2		116	116				
LQ2790	QL1491	釋摩訶般若波羅密經覺意三昧	1		116	116				
LQ2896	QL1492	淨土十疑論	1		116	116		隨天台智者大師	存疑	
LQ1978	QL1493	觀音義䟽	2		116	116				
LQ1979-1	QL1494	觀音義䟽記	3		116	116				
LQ2795	QL1495	法界次第初門	3		116	116				
LQ2779	QL1496	修習止觀坐禪法要	2		117	117				
LQ1975	QL1497	觀音玄義	2		117	117				
LQ1976	QL1498	觀音玄義記	4		117	117				
LQ2784	QL1499	四念處	4		117	117				
LQ2808	QL1500	天台四教儀	1		117	117				
LQ2811	QL1501	天台四教儀集註	9		117	117				
LQ1917	QL1502	妙法蓮華經玄義釋籖	40		117	118				
LQ1926	QL1503	妙法蓮華經文句	10		118	119				
LQ1928	QL1504	法華文句記	10		119	120				
LQ2764	QL1505	摩訶止觀	10		120	120		隨天台智者大師	存疑对堪表中2764和2767一样	
LQ3818	QL1506	集沙門不應拜俗等事	6		120	120				
LQ2624	QL1507	華嚴經旨歸	1		120	120				
LQ1853	QL1508	般若波羅密多心經略疏	1		120	120				
LQ4699	QL1509	金剛般若經䟽	1		120	120				
LQ3636	QL1510	隋天台智者大師別傳	1		120	120				
LQ1838	QL1511	仁王護國般若經䟽	5		120	120				
LQ2152	QL1512	金光明經玄義	2		121	121				
LQ2153	QL1513	金光明經玄義拾遺記	6		121	121				
LQ2052	QL1514	佛說觀無量壽佛經䟽	1		121	121	並序			
LQ2053	QL1515	觀無量壽佛經䟽妙宗鈔	6		121	121				
LQ2782	QL1516	釋禪波羅蜜次第法門	10		121	121				
LQ2789	QL1517	觀心論䟽	5		121	121				
LQ2157	QL1518	金光明經文句	6		121	121				
LQ2158	QL1519	金光明經文句記	6		121	122				
LQ2385	QL1520	菩薩戒義疏	2		122	122				
LQ3607	QL1521	歷代三寶紀	1		122	122				
LQ1982	QL1522	請觀音經疏	1		122	122				
LQ2806-1	QL1523	四教義	6		122	122				
LQ3959	QL1524	眾經目錄	7		122	122				
LQ2103	QL1525	大般涅槃經疏	18		122	123				
LQ2100	QL1526	大般涅槃經玄義	2		123	123				
LQ2102	QL1527	涅槃玄義發源機要	4		123	123				
LQ3820	QL1528	辨正論	10		123	123				
LQ2611	QL1529	華嚴一乘教義分齊章	4		123	123				
LQ2627	QL1530	華嚴經明法品內立三寶章	2		124	124				
LQ2635	QL1531	修華嚴奧旨妄盡還源觀	1		124	124				
LQ2632	QL1532	華嚴金師子章	1		124	124		存疑		
LQ2640	QL1533	華嚴法界玄鏡	2		124	124				
LQ2807	QL1534	天台八教大意	1		124	124				
LQ3819	QL1535	破邪論	2		124	124				
LQ3801	QL1536	集古今佛道論衡實論	4		124	124				
LQ3802	QL1537	續集古今佛導論衡	1		124	124				
LQ2075	QL1538	佛說阿彌陀經疏	1		124	124		唐海東新羅國沙門 元曉		
LQ3962	QL1539	大唐內典錄	10		124	124				
LQ3803	QL1540	集神州塔寺三寶感通錄	3		124	124				
LQ3777	QL1541	大唐西域記	12		124	125				
LQ3639	QL1542	大慈恩寺三藏法師轉	10		125	125				
LQ3888	QL1543	法苑珠林	100		125	127				
LQ3890	QL1544	諸經要集	20		128	128				
LQ2853	QL1545	顯密圓通成佛心要集	2		128	128				
LQ3821	QL1546	十門辯惑論	2		128	128				
LQ3661	QL1547	大唐西域求法高僧傳	2		128	128				
LQ3892	QL1548	南海寄歸內法轉	4		128	128				
LQ3966	QL1549	開元釋教錄	20		129	129				
LQ3967	QL1550	開元釋教錄略出	4		129	129				
LQ3822	QL1551	甄正論	3		129	129				
LQ2693	QL1552	說罪要行法	1		129	129				
LQ2692	QL1553	受用三水要行法	1		129	129				
LQ2691	QL1554	護命放生軌儀法	1		129	129				
LQ3004	QL1555	永嘉集	1		130	130				
LQ3561	QL1556	永嘉证道歌	1		130	130				
LQ	QL1557	大方廣佛華嚴經論	49		130	131		存疑，没找到，不知是否为LQ0309或LQ0310		
LQ2654	QL1558	解迷顯智成悲十明論	1		131	131				
LQ2994	QL1559	六祖大師法寶壇經	1		131	131		法海等集		
LQ2774-2	QL1560	止觀大意	1		131	131		唐天台沙門 釋湛然	存疑，有別本	
LQ2823	QL1561	始終心要	1		131	131				
LQ2839	QL1562	法華三昧行事運想補助儀	1		131	131				
LQ3842	QL1563	集諸經禮懺悔文	4		131	131				
LQ2797	QL1564	十不二門	1		131	131				
LQ2799	QL1565	十不二門指要抄	2		131	131				
LQ2816	QL1566	金剛錍	1		131	131				
LQ2000-2	QL1567	大方廣佛華嚴經疏序會本演義鈔	29		131	131				
LQ2023	QL1568	華嚴會本懸談會玄記	40		132	132				
LQ2001-2	QL1569	大方廣佛華嚴經疏鈔會本	80		133	137				
LQ2033	QL1570	大方廣佛華嚴經普賢行願品別行疏鈔會本	10		137	137				
LQ3830	QL1571	折疑論	5		137	137				
LQ2648	QL1572	華嚴原人論解	3		137	137				
LQ2205	QL1573	大方廣圓覺脩多羅了義經略疏	2		137	137				
LQ2207	QL1574	圓覺經略疏之鈔	25		137	138				
LQ2201	QL1575	大方廣圓覺經大疏	12		138	138				
LQ2185-1	QL1576	盂蘭盆經疏	1		138	138				
LQ3007	QL1577	禪源諸詮集	4		138	138				
LQ2641	QL1578	註華嚴法界觀門	1		138	138				
LQ3088	QL1579	黃檗山斷際禪師傳心法要	1		138	138				
LQ	QL1580	黃檗斷際禪師宛陵錄	1		138	138		没找到		
LQ1782	QL1581	金剛般若經疏論纂要	2		138	138				
LQ1783	QL1582	金剛經纂要刊定記	7		139	139				
LQ2704	QL1583	慈悲水懺法	3		139	139				
LQ2849	QL1584	觀自在菩薩如意輪咒課法	1		139	139				
LQ2843	QL1585	金光明懺法補助儀	1		139	139				
LQ2935-2	QL1586	往生淨土懺願儀	1		139	139				
LQ2906	QL1587	往生淨土決疑行願二門	1		139	139				
LQ2847	QL1588	請觀世音菩薩消伏毒害陀羅尼三昧儀	1		139	139				
LQ2844	QL1589	金光明最勝懺儀	1		139	139				
LQ2829	QL1590	法智遺編觀心二百問	1		139	139				
LQ2848	QL1591	千手眼大悲心咒行法	1		139	139				
LQ2842	QL1592	禮法華經儀式	1		139	139				
LQ2841	QL1593	修懺要旨	1		139	139				
LQ2850	QL1594	熾盛光道場念誦儀	1		139	139				
LQ2845	QL1595	釋迦如來涅槃禮讚文	1		139	139				
LQ3702	QL1596	景德傳燈錄	30		139	140				
LQ3505	QL1597	明覺禪師語錄	6		140	140				
LQ3026	QL1598	禪林寶訓	4		140	140				
LQ2248	QL1599	首楞嚴經義海	30		140	141				
LQ3708-1	QL1600	傳法正宗記	8		141	141	旁出略傳二百五人			
LQ3708-3	QL1601	傳法正宗論	2		141	141				
LQ3010	QL1602	萬善同歸集	6		141	141				
LQ	QL1603	定慧相資歌	1		141	141		没找到		
LQ	QL1604	警世	1		141	141		没找到		
LQ3012	QL1605	永明心賦註	4		141	141				
LQ2854	QL1606	密咒圓因往生集	1		141	141				
LQ3008	QL1607	宗鏡錄	100		141	143				
LQ3537	QL1608	佛果圓悟禪師碧巖錄	9		143	143				
LQ3120	QL1609	圓悟佛果禪師語錄	17		144	144				
LQ3826	QL1610	輔教編	3		144	144				
LQ3951	QL1611	翻譯名義集	20		144	144		卷數不同		
LQ2523	QL1612	大乘起信論疏	4		144	144				
LQ2525	QL1613	大乘起信論疏筆削記	15		145	145		卷數不同		
LQ3714	QL1614	五燈會元	57		145	146				
LQ3824	QL1615	護法論	1		146	146				
LQ2426	QL1616	佛遺教經論疏節要	1		146	146		姚秦三藏法師鳩摩羅什譯 宋晉水沙門凈源節要 名雲樓沙門袾宏補註		
LQ2832	QL1617	天台傳佛心印記	1		147	147				
LQ2915	QL1618	廬山蓮宗寶鑑	10		147	147				
LQ2577-1	QL1619	肇論新疏	10		147	147				
LQ3978	QL1620	大藏聖教法寶標目	10		147	147				
LQ1950	QL1621	妙法蓮華經要解	19		147	147				
LQ2244	QL1622	大佛頂首如來密因脩證了義諸菩薩萬行首楞嚴經會解	20		148	148				
LQ3140	QL1623	慧文正辯佛日普照元叟端禪師語錄	4		148	148				
LQ3142	QL1624	佛日普照慧辯楚石禪師語錄	16		148	148				
LQ3614	QL1625	佛祖歷代通載	36		148	149				
LQ3525	QL1626	百丈清规	8		149	149				
LQ3828	QL1627	辯偽錄	6		150	150				
LQ3976	QL1628	大元至元法寶勘同總錄	10		150	150				
LQ2171	QL1629	楞伽阿跋多羅寶經註解	4		150	150				
LQ1866	QL1630	般若波羅蜜多心經註解	1		150	150		唐 玄奘	對照PDF，應是1866和1867（兩者完全一致）	
LQ1794	QL1631	金剛般若波羅蜜經註解	1		150	150		姚秦三藏法師鳩摩羅什		
LQ4812	QL1632	大明仁孝皇后夢感佛說第一希有大功德經	1		150	150				
LQ3895	QL1633	大明三藏法數	38		150	151				
LQ3905	QL1634	諸佛世尊如來菩薩尊者神僧名經	20		151	152				
LQ3917	QL1635	大明太宗文皇帝禦製序讚文	1		152	152				
LQ3668	QL1636	神僧傳	9		152	152				
LQ3021	QL1637	緇門警訓	10		152	152				
LQ3579	QL1638	高麗國普照禪師修心訣	1		152	152				
LQ3578	QL1639	真心直說	1		152	152				
LQ2592	QL1640	八識規矩補註	2		152	152				
LQ1684	QL1641	大乘百法明門論	1		152	152		唐三藏法師玄奘奉詔譯 增修慈恩法師注解	對堪表中2488和1688一樣	
LQ1655	QL1642	唯識三十論	1		152	152				
LQ3746	QL1643	八十八祖傳贊	5		152	152				
LQ	QL1644	大佛頂首楞嚴經正脈疏	40		152	153		未找到		
LQ2082-1	QL1645	佛說阿彌陀經疏鈔	10		154	154				
LQ3522	QL1646	紫柏尊者全集	30		154	155				
LQ3236	QL1647	憨山大師夢遊全集	55		155	156				
LQ2491	QL1648	性相通說	2		156	156				
LQ3920	QL1649	莊子內篇註	4		156	156				
LQ3232	QL1650	龍池幻有禪師語錄	10		156	157				
LQ3240	QL1651	雪嶠禪師語錄	10		157	157				
LQ3242	QL1652	天隱禪師語錄	20		157	157		通琇編		
LQ3238	QL1653	密雲禪師語錄	10		157	158				
LQ3263	QL1654	大覺普濟能仁玉琳琇國師語錄	7		158	158				
LQ3319	QL1655	明道正覺茆溪森禪師語錄	3		158	158				
LQ3251	QL1656	天童弘覺忞禪師語錄	20		158	158				
LQ2410	QL1657	佛說梵網經直解	10		158	159				
LQ2361	QL1658	毘尼止持會集	20		159	159				
LQ2368-2	QL1659	曇無德部四分律刪補隨機羯磨	20		159	160				
LQ2357	QL1660	毗尼闗要	20		160	161				
LQ2794	QL1661	大乘止觀法門釋要	6		161	161				
LQ3265	QL1662	南獄山茨際禪師語録	4		161	161				
LQ2605-1	QL1663	相宗八要直解	9		161	161				
LQ3907	QL1664	五百羅漢尊號	1		161	161		存疑		
LQ3364	QL1665	明覺聰禪師語録	20		161	161				
LQ2283	QL1666	大佛頂首楞嚴經疏解蒙鈔	10		162	162		存疑		
LQ	QL1667	大佛頂首楞嚴經疏解蒙鈔	15		162	162		存疑		
LQ3469	QL1668	長慶宗寳獨禪師語録	6		163	163				
LQ2288	QL1669	楞嚴經勢至念佛圓通章疏鈔	2		163	163		存疑		
LQ2237	QL1670	觀自在菩薩如意心陁羅尼咒經畧疏	2		163	163				
LQ2302	QL1671	藥師瑠璃光如來本願功德經直解	2		163	163				
LQ3764	QL1672	兠率龜鏡集	3		163	163				
LQ2236	QL1673	七俱胝佛母所說準提陀羅尼經會釋	3		163	163				
LQ3020	QL1674	潙山警策句釋記	2		163	163				
LQ2199	QL1675	佛說四十二章經疏鈔	9		163	163				
LQ2308	QL1676	佛説八大人覺經疏	1		163	163				
LQ2471	QL1677	成唯識論音響補遗	10		164	164				
LQ1970	QL1678	妙法蓮華經授手	7		165	165				
LQ2667	QL1679	賢首五教儀	6		166	166				
LQ3897	QL1680	重訂教乗法數	30		166	166				
LQ3079	QL1681	御選語録	40		167	167				
LQ3009	QL1682	御録宗鏡大綱	20		168	168				
LQ3900	QL1683	御録經海一滴	20		168	168				
LQ	QL1684	勘误表	0		169	169	勘误表			
